nash_value,stones,mega_slot,effective_roster_R,mirror_exposure,gap_exposure_pct,zero_answer_opps,members,pick_rates_pct
0.0041,1,보만다,4.993,0.204,5.0,0,보만다|아머까오|님피아|히트로토무|드래펄트|어흥염,95|15|63|31|76|20
0.0041,2,플라엣테,5.212,0.528,8.7,0,한카리아스|아머까오|워시로토무|히트로토무|플라엣테|어흥염,97|26|24|44|76|33
0.0039,1,플라엣테,5.142,0.238,6.2,2,브리두라스|아머까오|님피아|히트로토무|플라엣테|드래펄트,52|15|30|32|86|86
0.0038,1,마폭시,5.247,0.298,2.6,1,마스카나|아머까오|워시로토무|님피아|히트로토무|마폭시,59|21|27|65|32|96
0.0034,1,마폭시,5.025,0.339,3.7,1,브리두라스|아머까오|워시로토무|님피아|마폭시|어흥염,76|18|26|61|96|24
0.0023,2,플라엣테,5.339,0.236,9.1,0,보만다|킬가르도|아머까오|님피아|히트로토무|플라엣테,85|47|12|48|41|68
0.002,1,보만다,4.886,0.212,4.5,0,보만다|아머까오|워시로토무|불카모스|님피아|드래펄트,94|17|19|24|64|81
0.0019,1,보만다,4.87,0.205,4.5,0,보만다|아머까오|워시로토무|님피아|히트로토무|드래펄트,93|17|15|64|28|82
0.0016,2,마폭시,5.169,0.211,7.8,1,아머까오|워시로토무|님피아|마폭시|찌르호크|어흥염,15|38|67|89|67|24
0.0016,2,플라엣테,5.037,0.287,2.3,0,보만다|타부자고|아머까오|알로라 나인테일|플라엣테|어흥염,86|72|15|20|75|33
0.0009,1,플라엣테,5.107,0.171,4.0,2,킬가르도|아머까오|님피아|히트로토무|플라엣테|드래펄트,39|14|34|37|87|90
0.0008,1,마폭시,5.241,0.223,3.7,0,포푸니크|워시로토무|님피아|히트로토무|마폭시|어흥염,61|34|61|27|96|20
0.0008,2,플라엣테,5.206,0.537,6.2,0,한카리아스|아머까오|워시로토무|불카모스|플라엣테|어흥염,97|24|32|39|79|29
0.0005,1,마폭시,5.214,0.296,7.8,1,마스카나|아머까오|워시로토무|님피아|마폭시|어흥염,58|20|34|67|96|25
0.0002,1,플라엣테,4.964,0.222,3.8,1,마스카나|아머까오|워시로토무|히트로토무|플라엣테|드래펄트,51|21|12|37|89|89
-0.001,1,마폭시,5.152,0.3,5.9,1,마스카나|아머까오|님피아|히트로토무|마폭시|어흥염,60|20|67|34|97|22
-0.0011,1,마폭시,5.242,0.236,3.3,0,아머까오|포푸니크|워시로토무|님피아|히트로토무|마폭시,17|61|34|59|32|97
-0.0013,1,망나뇽,5.101,0.222,9.0,0,아머까오|망나뇽|님피아|히트로토무|드래펄트|어흥염,21|90|58|28|81|22
-0.0018,1,마폭시,5.239,0.263,5.9,1,타부자고|워시로토무|님피아|히트로토무|마폭시|어흥염,61|34|65|25|95|21
-0.0019,1,한카리아스,5.044,0.599,2.8,0,한카리아스|타부자고|아머까오|님피아|히트로토무|어흥염,98|72|17|59|34|21
-0.0019,2,마폭시,5.388,0.338,4.5,0,보만다|마스카나|아머까오|워시로토무|마폭시|어흥염,73|64|31|31|80|22
-0.0024,2,플라엣테,5.456,0.203,5.7,2,보만다|워시로토무|님피아|히트로토무|플라엣테|어흥염,86|27|55|33|70|31
-0.0027,1,마폭시,5.105,0.235,2.7,0,아머까오|포푸니크|워시로토무|님피아|마폭시|어흥염,13|65|41|60|97|24
-0.0027,2,플라엣테,5.355,0.217,5.1,0,보만다|아머까오|님피아|히트로토무|플라엣테|어흥염,86|17|50|42|73|31
-0.0035,1,마폭시,5.21,0.276,3.4,1,타부자고|아머까오|워시로토무|님피아|히트로토무|마폭시,61|16|33|64|31|96
-0.0035,2,망나뇽,5.334,0.267,10.7,0,보만다|아머까오|망나뇽|님피아|히트로토무|어흥염,84|21|68|66|36|25
-0.0037,1,마폭시,5.135,0.28,4.1,1,타부자고|아머까오|워시로토무|님피아|마폭시|어흥염,65|16|36|65|94|24
-0.0037,2,플라엣테,5.457,0.211,4.7,1,보만다|워시로토무|불카모스|님피아|플라엣테|어흥염,86|33|29|54|70|28
-0.0038,1,망나뇽,4.966,0.208,10.2,1,워시로토무|망나뇽|님피아|히트로토무|드래펄트|어흥염,15|92|62|24|82|25
-0.0041,1,마폭시,5.162,0.287,5.0,0,타부자고|아머까오|삼삼드래|님피아|마폭시|어흥염,62|16|40|65|95|24
-0.0049,1,망나뇽,4.948,0.225,12.6,0,아머까오|워시로토무|망나뇽|님피아|드래펄트|어흥염,21|15|93|58|85|28
-0.005,1,망나뇽,5.121,0.225,8.8,0,아머까오|불카모스|망나뇽|님피아|히트로토무|드래펄트,20|25|87|57|27|85
-0.005,1,망나뇽,4.969,0.214,10.2,0,워시로토무|불카모스|망나뇽|님피아|드래펄트|어흥염,17|22|92|64|81|24
-0.0051,1,플라엣테,5.092,0.154,2.9,1,아머까오|님피아|히트로토무|플라엣테|드래펄트|어흥염,17|36|41|90|90|27
-0.0052,1,플라엣테,5.165,0.148,6.0,1,불카모스|님피아|히트로토무|플라엣테|드래펄트|어흥염,26|39|33|89|89|23
-0.0053,1,보만다,5.144,0.274,8.5,0,보만다|타부자고|워시로토무|님피아|히트로토무|어흥염,95|72|22|60|26|25
-0.0057,1,망나뇽,4.992,0.228,7.9,0,아머까오|불카모스|망나뇽|님피아|드래펄트|어흥염,18|24|91|60|84|22
-0.0058,1,망나뇽,4.969,0.223,9.0,0,아머까오|워시로토무|망나뇽|님피아|히트로토무|드래펄트,23|14|89|59|30|86
-0.0058,1,망나뇽,5.15,0.224,2.6,0,아머까오|알로라 나인테일|망나뇽|님피아|히트로토무|드래펄트,19|22|89|54|34|82
-0.0061,1,플라엣테,5.12,0.141,6.2,1,워시로토무|님피아|히트로토무|플라엣테|드래펄트|어흥염,19|40|34|90|90|28
-0.0061,2,플라엣테,5.328,0.22,7.1,0,보만다|아머까오|님피아|히트로토무|파라블레이즈|플라엣테,86|16|54|45|29|70
-0.0064,1,망나뇽,4.978,0.23,7.9,0,아머까오|워시로토무|불카모스|망나뇽|님피아|드래펄트,21|16|28|90|61|84
-0.0065,1,망나뇽,5.164,0.309,8.6,0,타부자고|아머까오|포푸니크|망나뇽|님피아|어흥염,58|11|58|96|49|28
-0.0065,1,마폭시,5.245,0.283,0.6,1,마스카나|아머까오|워시로토무|히트로토무|마폭시|드래펄트,56|29|25|26|96|68
-0.0074,1,보만다,5.135,0.281,9.2,0,보만다|타부자고|워시로토무|불카모스|님피아|어흥염,95|73|27|22|59|23
-0.0075,1,플라엣테,5.136,0.15,3.6,1,워시로토무|불카모스|님피아|플라엣테|드래펄트|어흥염,23|33|40|90|90|26
-0.0076,2,플라엣테,5.411,0.219,11.2,0,보만다|아머까오|워시로토무|님피아|플라엣테|어흥염,86|19|36|55|69|36
-0.0079,2,마폭시,5.362,0.216,2.3,1,아머까오|워시로토무|히트로토무|마폭시|플라엣테|어흥염,24|41|40|89|77|29
-0.0091,1,마폭시,5.165,0.282,4.2,1,마스카나|아머까오|워시로토무|마폭시|드래펄트|어흥염,57|28|26|95|74|21
-0.0092,1,마폭시,5.01,0.363,5.3,1,타부자고|마스카나|아머까오|워시로토무|마폭시|어흥염,78|58|15|31|95|22
-0.0094,1,보만다,5.197,0.326,4.5,0,보만다|브리두라스|아머까오|님피아|히트로토무|어흥염,94|68|19|61|33|25
-0.0095,1,마폭시,5.043,0.285,5.8,2,타부자고|아머까오|님피아|히트로토무|마폭시|어흥염,67|17|67|30|97|21
-0.0096,2,플라엣테,5.227,0.229,2.6,0,보만다|아머까오|불카모스|님피아|플라엣테|어흥염,89|15|35|55|75|31
-0.0096,2,망나뇽,5.364,0.275,12.7,0,보만다|아머까오|워시로토무|불카모스|망나뇽|님피아,83|21|28|33|68|67
-0.0099,1,보만다,4.987,0.288,3.6,0,보만다|타부자고|아머까오|님피아|히트로토무|어흥염,97|74|13|61|30|25
-0.01,2,플라엣테,5.382,0.22,9.4,0,보만다|아머까오|워시로토무|님피아|히트로토무|플라엣테,86|21|28|54|41|71
-0.0105,1,보만다,5.001,0.288,6.7,0,보만다|타부자고|아머까오|워시로토무|님피아|어흥염,96|74|13|26|62|29
-0.0111,2,플라엣테,5.365,0.228,6.9,0,보만다|아머까오|워시로토무|불카모스|님피아|플라엣테,88|17|35|37|53|70
-0.0112,1,플라엣테,5.026,0.157,6.4,1,아머까오|워시로토무|님피아|히트로토무|플라엣테|드래펄트,21|18|38|41|90|91
-0.0112,1,플라엣테,5.032,0.165,5.3,1,아머까오|워시로토무|불카모스|님피아|플라엣테|드래펄트,18|24|37|39|91|91
-0.0113,1,망나뇽,5.242,0.329,5.5,0,마스카나|아머까오|망나뇽|님피아|히트로토무|어흥염,68|21|94|58|31|26
-0.0115,1,플라엣테,5.051,0.164,1.9,1,아머까오|불카모스|님피아|플라엣테|드래펄트|어흥염,17|36|38|91|91|27
-0.0118,1,플라엣테,5.016,0.156,4.0,2,아머까오|라우드본|님피아|히트로토무|플라엣테|드래펄트,17|21|39|43|90|91
-0.012,2,플라엣테,5.247,0.219,9.1,0,보만다|아머까오|라우드본|님피아|히트로토무|플라엣테,87|16|24|57|45|71
-0.0131,1,플라엣테,5.056,0.156,7.2,1,아머까오|워시로토무|님피아|플라엣테|드래펄트|어흥염,19|26|41|90|92|32
-0.0135,1,보만다,5.071,0.289,3.4,0,보만다|타부자고|아머까오|워시로토무|님피아|히트로토무,96|72|17|22|61|32
-0.0163,1,망나뇽,5.209,0.333,7.0,0,마스카나|아머까오|워시로토무|망나뇽|님피아|히트로토무,70|25|19|94|57|35
-0.0167,1,플라엣테,4.894,0.154,2.9,1,아머까오|알로라 나인테일|히트로토무|플라엣테|드래펄트|어흥염,22|16|47|93|94|28
-0.0173,1,마폭시,5.365,0.231,2.6,0,아머까오|워시로토무|삼삼드래|님피아|히트로토무|마폭시,27|33|37|68|37|97
-0.0178,2,망나뇽,5.494,0.23,2.8,0,아머까오|망나뇽|님피아|히트로토무|플라엣테|어흥염,20|78|50|44|74|34
-0.0181,2,플라엣테,5.264,0.223,5.1,0,보만다|아머까오|알로라 나인테일|히트로토무|플라엣테|어흥염,90|25|25|48|80|32
-0.0191,0,,5.527,0.275,2.0,0,타부자고|마스카나|포푸니크|님피아|드래펄트|어흥염,55|51|52|43|83|17
-0.0191,1,망나뇽,5.212,0.289,17.1,0,타부자고|워시로토무|망나뇽|님피아|히트로토무|어흥염,68|20|96|58|28|30
-0.0192,0,,5.65,0.269,3.8,0,타부자고|마스카나|포푸니크|님피아|히트로토무|드래펄트,50|50|51|46|22|81
-0.0208,1,마폭시,5.278,0.22,5.0,1,아머까오|워시로토무|님피아|히트로토무|마폭시|어흥염,24|44|71|38|97|26
-0.021,1,망나뇽,5.197,0.303,10.3,0,타부자고|아머까오|망나뇽|님피아|히트로토무|어흥염,69|17|95|57|34|29
-0.021,1,마폭시,5.301,0.232,7.8,0,아머까오|워시로토무|삼삼드래|님피아|마폭시|어흥염,25|36|43|71|97|28
-0.0213,1,마폭시,5.238,0.233,6.9,0,아머까오|삼삼드래|님피아|히트로토무|마폭시|어흥염,25|43|72|38|98|23
-0.0214,1,망나뇽,5.318,0.349,12.3,0,브리두라스|아머까오|망나뇽|님피아|히트로토무|어흥염,69|25|94|53|33|27
-0.0223,1,망나뇽,5.106,0.305,10.7,0,타부자고|아머까오|워시로토무|망나뇽|님피아|어흥염,70|16|26|97|59|32
-0.0228,1,플라엣테,4.872,0.159,6.4,1,아머까오|알로라 나인테일|워시로토무|히트로토무|플라엣테|드래펄트,29|16|21|48|92|95
-0.023,1,마폭시,5.303,0.221,3.5,1,고릴타|아머까오|워시로토무|님피아|히트로토무|마폭시,26|26|37|67|45|99
-0.0236,1,망나뇽,5.172,0.31,11.5,0,타부자고|아머까오|삼삼드래|망나뇽|님피아|어흥염,66|18|26|97|60|32
-0.0241,1,망나뇽,5.242,0.26,10.9,0,아머까오|포푸니크|망나뇽|님피아|히트로토무|어흥염,21|68|95|56|32|27
-0.0247,1,마폭시,5.235,0.219,6.9,1,고릴타|아머까오|님피아|히트로토무|마폭시|어흥염,38|22|73|41|98|27
-0.0248,0,,5.681,0.296,4.0,1,브리두라스|마스카나|포푸니크|님피아|히트로토무|드래펄트,48|49|54|45|24|80
-0.0256,1,망나뇽,5.211,0.26,12.0,0,아머까오|포푸니크|워시로토무|망나뇽|님피아|어흥염,20|67|26|97|57|33
-0.0262,1,마폭시,5.289,0.219,7.8,1,고릴타|아머까오|워시로토무|님피아|마폭시|어흥염,33|23|45|70|97|31
-0.0264,1,마폭시,5.236,0.222,8.6,1,아머까오|워시로토무|님피아|마폭시|파라블레이즈|어흥염,22|49|72|96|36|25
-0.0272,1,마폭시,5.168,0.227,6.2,1,아머까오|워시로토무|불카모스|님피아|마폭시|어흥염,25|56|24|71|98|27
-0.0273,1,망나뇽,5.099,0.314,12.6,0,타부자고|아머까오|불카모스|망나뇽|님피아|어흥염,71|17|26|97|61|29
-0.0278,1,망나뇽,5.175,0.304,10.9,0,타부자고|아머까오|워시로토무|망나뇽|님피아|히트로토무,66|21|22|97|61|34
-0.0279,1,한카리아스,5.261,0.537,6.6,0,한카리아스|아머까오|워시로토무|님피아|히트로토무|어흥염,100|27|28|69|47|30
-0.0287,1,망나뇽,5.127,0.31,9.4,0,타부자고|아머까오|망나뇽|님피아|파라블레이즈|어흥염,70|18|97|60|24|31
-0.0295,0,,5.731,0.328,11.2,1,브리두라스|타부자고|마스카나|님피아|히트로토무|드래펄트,47|51|50|49|26|78
-0.0325,1,망나뇽,5.222,0.262,12.2,0,킬가르도|아머까오|망나뇽|님피아|히트로토무|어흥염,60|16|96|61|39|28
-0.0327,0,,5.472,0.268,7.0,2,타부자고|마스카나|님피아|히트로토무|드래펄트|어흥염,59|55|53|27|84|21
-0.0329,1,한카리아스,5.275,0.546,6.7,0,한카리아스|아머까오|워시로토무|불카모스|님피아|어흥염,99|26|39|42|69|25
-0.0334,0,,5.445,0.233,2.8,1,마스카나|포푸니크|님피아|히트로토무|드래펄트|어흥염,60|55|51|29|85|19
-0.034,1,보만다,5.304,0.218,7.7,0,보만다|아머까오|워시로토무|님피아|히트로토무|어흥염,98|23|34|68|46|32
-0.0342,1,망나뇽,5.206,0.263,13.7,0,킬가르도|아머까오|워시로토무|망나뇽|님피아|어흥염,59|16|32|97|63|33
-0.0346,0,,5.282,0.259,9.1,1,브리두라스|포푸니크|님피아|히트로토무|드래펄트|어흥염,66|59|46|22|88|18
-0.0347,0,,5.496,0.273,9.3,2,타부자고|마스카나|불카모스|님피아|히트로토무|드래펄트,57|56|26|53|24|84
-0.0349,0,,5.369,0.278,6.6,2,타부자고|마스카나|불카모스|님피아|드래펄트|어흥염,63|55|24|52|86|19
-0.0358,0,,5.355,0.279,5.6,2,타부자고|마스카나|아머까오|님피아|히트로토무|드래펄트,59|55|14|55|31|86
-0.0358,1,망나뇽,5.257,0.264,14.0,0,킬가르도|아머까오|워시로토무|망나뇽|님피아|히트로토무,55|20|26|97|64|39
-0.0361,0,,5.316,0.219,12.4,0,타부자고|포푸니크|님피아|히트로토무|드래펄트|어흥염,65|61|46|23|86|18
-0.0365,1,마폭시,5.36,0.306,2.8,1,마스카나|아머까오|워시로토무|히트로토무|마폭시|어흥염,66|33|44|36|97|24
-0.0366,0,,5.282,0.269,11.9,2,타부자고|마스카나|워시로토무|님피아|드래펄트|어흥염,63|54|15|56|87|25
-0.0368,1,보만다,5.35,0.228,5.8,0,보만다|아머까오|워시로토무|불카모스|님피아|히트로토무,97|22|34|40|67|40
-0.037,0,,5.348,0.266,9.1,2,타부자고|마스카나|워시로토무|님피아|히트로토무|드래펄트,58|55|14|57|30|86
-0.0371,0,,5.18,0.282,8.4,2,타부자고|마스카나|아머까오|님피아|드래펄트|어흥염,62|56|12|57|89|24
-0.0371,0,,5.356,0.243,3.8,0,마스카나|아머까오|포푸니크|님피아|히트로토무|드래펄트,59|14|57|52|32|86
-0.0373,0,,5.1,0.273,13.3,0,브리두라스|아머까오|포푸니크|님피아|히트로토무|드래펄트,69|10|60|46|24|90
-0.0378,0,,5.376,0.231,4.8,1,마스카나|포푸니크|워시로토무|님피아|히트로토무|드래펄트,58|59|15|52|31|85
-0.0378,1,보만다,5.247,0.228,8.8,0,보만다|아머까오|워시로토무|불카모스|님피아|어흥염,98|22|47|35|70|28
-0.0379,0,,5.295,0.286,7.8,3,타부자고|마스카나|아머까오|불카모스|님피아|드래펄트,60|55|13|30|54|88
-0.0393,0,,5.187,0.261,12.7,1,브리두라스|포푸니크|워시로토무|님피아|히트로토무|드래펄트,67|59|13|47|25|90
-0.0396,0,,5.095,0.272,10.5,0,브리두라스|아머까오|포푸니크|님피아|드래펄트|어흥염,68|12|61|46|91|22
-0.04,0,,5.475,0.287,17.0,1,브리두라스|타부자고|님피아|히트로토무|드래펄트|어흥염,61|55|49|27|85|22
-0.042,0,,5.308,0.301,15.5,1,브리두라스|타부자고|불카모스|님피아|드래펄트|어흥염,64|58|24|47|89|18
-0.0422,0,,5.185,0.246,5.9,0,마스카나|아머까오|포푸니크|님피아|드래펄트|어흥염,62|12|61|52|89|25
-0.0424,0,,5.215,0.224,15.8,0,타부자고|아머까오|포푸니크|님피아|히트로토무|드래펄트,60|11|62|49|28|89
-0.0424,0,,5.116,0.288,12.6,2,타부자고|마스카나|아머까오|워시로토무|님피아|드래펄트,65|57|15|16|58|89
-0.0424,1,망나뇽,5.339,0.251,9.5,0,아머까오|대쓰여너|망나뇽|님피아|히트로토무|어흥염,22|45|96|65|44|28
-0.0428,0,,5.449,0.237,5.6,2,킬가르도|마스카나|님피아|히트로토무|드래펄트|어흥염,42|62|57|31|86|20
-0.043,0,,5.616,0.293,9.9,2,브리두라스|마스카나|님피아|히트로토무|드래펄트|어흥염,54|53|56|31|80|25
-0.0431,0,,5.033,0.228,13.0,0,타부자고|아머까오|포푸니크|님피아|드래펄트|어흥염,66|9|64|48|91|23
-0.0432,0,,5.509,0.312,7.3,1,브리두라스|마스카나|아머까오|님피아|히트로토무|드래펄트,57|54|18|56|34|82
-0.0446,0,,5.343,0.305,15.0,2,브리두라스|타부자고|아머까오|님피아|히트로토무|드래펄트,65|55|15|49|30|86
-0.0447,0,,5.193,0.31,15.8,1,브리두라스|타부자고|아머까오|님피아|드래펄트|어흥염,68|56|12|50|88|25
-0.0447,0,,5.354,0.292,20.1,1,브리두라스|타부자고|워시로토무|님피아|히트로토무|드래펄트,65|54|17|49|28|87
-0.0449,1,망나뇽,5.383,0.243,11.9,0,아머까오|워시로토무|망나뇽|님피아|히트로토무|어흥염,30|31|97|66|43|33
-0.0455,0,,5.368,0.237,6.5,2,킬가르도|마스카나|워시로토무|님피아|히트로토무|드래펄트,42|62|15|58|35|87
-0.0455,1,망나뇽,5.354,0.254,12.7,0,아머까오|삼삼드래|망나뇽|님피아|히트로토무|어흥염,32|30|98|69|40|31
-0.0459,1,망나뇽,5.376,0.242,12.6,0,고릴타|아머까오|망나뇽|님피아|히트로토무|어흥염,32|28|97|65|45|33
-0.046,1,망나뇽,5.434,0.247,8.3,0,아머까오|알로라 나인테일|망나뇽|님피아|히트로토무|어흥염,28|37|97|61|45|33
-0.0461,0,,5.333,0.248,5.6,2,킬가르도|마스카나|아머까오|님피아|히트로토무|드래펄트,41|63|14|58|36|88
-0.0477,0,,5.349,0.315,9.4,1,브리두라스|마스카나|아머까오|님피아|드래펄트|어흥염,60|53|17|58|87|26
-0.0497,0,,5.248,0.28,13.4,2,브리두라스|킬가르도|아머까오|님피아|히트로토무|드래펄트,73|38|14|52|33|90
-0.05,1,망나뇽,5.35,0.252,12.0,0,아머까오|워시로토무|불카모스|망나뇽|님피아|어흥염,27|41|38|98|67|30
-0.0507,1,망나뇽,5.4,0.252,12.2,0,아머까오|워시로토무|불카모스|망나뇽|님피아|히트로토무,29|30|38|97|65|41
-0.0508,1,망나뇽,5.324,0.243,16.4,0,아머까오|워시로토무|망나뇽|님피아|파라블레이즈|어흥염,24|38|97|71|35|36
-0.0514,0,,5.349,0.238,6.5,2,마스카나|아머까오|대쓰여너|님피아|히트로토무|드래펄트,61|16|35|63|37|88
-0.0518,0,,5.291,0.235,6.3,2,마스카나|아머까오|님피아|히트로토무|파라블레이즈|드래펄트,65|16|62|37|31|89
-0.053,0,,5.354,0.241,5.9,2,마스카나|아머까오|불카모스|님피아|히트로토무|드래펄트,63|19|33|63|33|88
-0.0533,0,,5.286,0.233,7.6,2,마스카나|아머까오|님피아|히트로토무|드래펄트|어흥염,64|17|64|39|88|26
-0.054,0,,5.35,0.21,16.3,1,타부자고|삼삼드래|님피아|히트로토무|드래펄트|어흥염,70|31|57|29|89|24
-0.0548,0,,5.222,0.205,16.7,2,타부자고|워시로토무|님피아|히트로토무|드래펄트|어흥염,72|22|61|30|91|24
-0.0554,0,,5.34,0.241,9.8,1,마스카나|아머까오|삼삼드래|님피아|히트로토무|드래펄트,64|20|25|63|40|87
-0.0556,0,,5.329,0.229,9.4,3,마스카나|워시로토무|불카모스|님피아|히트로토무|드래펄트,66|18|33|64|33|87
-0.0556,0,,5.179,0.27,13.0,2,브리두라스|아머까오|대쓰여너|님피아|히트로토무|드래펄트,73|13|34|54|34|92
-0.0557,0,,5.315,0.218,12.9,3,마스카나|워시로토무|님피아|히트로토무|드래펄트|어흥염,64|17|66|37|87|29
-0.0559,0,,5.196,0.278,12.6,2,브리두라스|아머까오|불카모스|님피아|히트로토무|드래펄트,77|17|31|54|30|90
-0.056,0,,5.225,0.263,17.1,1,브리두라스|불카모스|님피아|히트로토무|드래펄트|어흥염,77|28|58|27|88|21
-0.0561,0,,5.301,0.23,12.6,2,마스카나|워시로토무|불카모스|님피아|드래펄트|어흥염,66|22|33|65|89|25
-0.0564,0,,5.208,0.264,13.4,1,브리두라스|아머까오|님피아|히트로토무|드래펄트|어흥염,73|19|58|34|92|24
-0.0568,0,,5.225,0.24,8.8,2,마스카나|아머까오|워시로토무|님피아|히트로토무|드래펄트,67|23|17|63|41|89
-0.0568,0,,5.316,0.208,10.3,2,타부자고|알로라 나인테일|님피아|히트로토무|드래펄트|어흥염,72|24|54|34|90|25
-0.0569,0,,5.221,0.267,12.1,1,브리두라스|아머까오|님피아|히트로토무|파라블레이즈|드래펄트,73|18|55|34|28|92
-0.057,0,,5.185,0.238,5.6,3,마스카나|아머까오|님피아|파라블레이즈|드래펄트|어흥염,66|14|62|41|91|25
-0.0571,0,,5.283,0.209,17.0,2,타부자고|워시로토무|불카모스|님피아|히트로토무|드래펄트,70|24|27|59|29|91
-0.0573,0,,5.227,0.248,9.6,2,마스카나|아머까오|워시로토무|불카모스|님피아|드래펄트,67|20|22|37|63|91
-0.0573,0,,5.187,0.214,15.2,2,타부자고|워시로토무|불카모스|님피아|드래펄트|어흥염,75|26|25|59|92|23
-0.0575,0,,5.184,0.244,7.7,2,마스카나|아머까오|불카모스|님피아|드래펄트|어흥염,66|17|34|67|91|24
-0.0577,0,,5.099,0.305,12.8,2,타부자고|마스카나|아머까오|히트로토무|드래펄트|어흥염,79|65|16|34|85|21
-0.0577,0,,5.163,0.216,17.3,2,타부자고|불카모스|님피아|히트로토무|드래펄트|어흥염,77|23|58|30|91|21
-0.0578,1,망나뇽,5.241,0.244,18.4,0,아머까오|워시로토무|라우드본|망나뇽|님피아|어흥염,27|44|21|98|71|39
-0.058,0,,5.11,0.22,14.4,2,타부자고|아머까오|님피아|히트로토무|드래펄트|어흥염,75|15|59|36|91|23
-0.058,0,,5.258,0.276,14.4,0,브리두라스|아머까오|삼삼드래|님피아|히트로토무|드래펄트,76|20|26|54|35|89
-0.058,0,,5.14,0.264,15.7,1,브리두라스|워시로토무|불카모스|님피아|드래펄트|어흥염,77|19|32|61|90|22
-0.0581,0,,5.315,0.153,12.1,1,포푸니크|워시로토무|님피아|히트로토무|드래펄트|어흥염,68|26|57|33|92|24
-0.0581,0,,5.256,0.235,11.3,2,고릴타|마스카나|아머까오|님피아|히트로토무|드래펄트,19|64|20|65|44|87
-0.0582,0,,5.053,0.279,12.3,1,브리두라스|아머까오|불카모스|님피아|드래펄트|어흥염,78|16|34|60|92|21
-0.0582,0,,5.156,0.266,17.1,2,브리두라스|워시로토무|불카모스|님피아|히트로토무|드래펄트,79|19|28|58|27|90
-0.0584,0,,5.343,0.221,14.2,1,타부자고|아머까오|삼삼드래|님피아|히트로토무|드래펄트,66|19|31|56|36|91
-0.0585,0,,5.173,0.24,10.6,2,마스카나|아머까오|라우드본|님피아|히트로토무|드래펄트,67|19|18|66|40|89
-0.0589,0,,5.162,0.25,17.2,2,브리두라스|워시로토무|님피아|히트로토무|드래펄트|어흥염,73|17|61|31|91|26
-0.0593,0,,5.06,0.282,15.2,1,브리두라스|아머까오|워시로토무|불카모스|님피아|드래펄트,79|17|19|35|58|92
-0.0594,0,,5.194,0.225,17.2,1,타부자고|아머까오|삼삼드래|님피아|드래펄트|어흥염,71|16|34|59|93|28
-0.0599,0,,5.222,0.217,16.0,2,타부자고|아머까오|워시로토무|님피아|히트로토무|드래펄트,69|20|24|59|35|93
-0.0599,0,,5.122,0.271,8.8,2,누리레느|마스카나|아머까오|님피아|히트로토무|드래펄트,12|69|22|63|44|90
-0.0604,0,,5.147,0.253,12.3,0,마스카나|아머까오|포푸니크|히트로토무|드래펄트|어흥염,67|17|75|33|86|22
-0.0606,0,,5.249,0.207,11.6,2,타부자고|알로라 나인테일|워시로토무|님피아|히트로토무|드래펄트,71|23|21|57|37|92
-0.0607,0,,5.106,0.271,16.3,1,브리두라스|아머까오|워시로토무|님피아|히트로토무|드래펄트,76|21|18|57|34|93
-0.0608,0,,5.078,0.22,19.1,2,타부자고|아머까오|워시로토무|님피아|드래펄트|어흥염,75|16|27|62|93|28
-0.0608,0,,5.18,0.224,16.0,3,타부자고|아머까오|불카모스|님피아|히트로토무|드래펄트,72|16|27|57|34|93
-0.0612,0,,5.286,0.157,5.9,1,포푸니크|알로라 나인테일|님피아|히트로토무|드래펄트|어흥염,67|23|55|39|93|22
-0.0613,0,,5.18,0.234,8.8,3,마스카나|아머까오|워시로토무|님피아|드래펄트|어흥염,64|20|24|68|93|31
-0.0614,0,,4.993,0.208,11.6,1,타부자고|님피아|히트로토무|드래펄트|엘풍|어흥염,77|60|36|92|9|27
-0.0615,0,,5.213,0.22,8.1,3,타부자고|아머까오|알로라 나인테일|님피아|히트로토무|드래펄트,71|17|25|56|38|93
-0.0619,0,,5.157,0.167,13.7,0,아머까오|포푸니크|님피아|히트로토무|드래펄트|어흥염,16|69|58|39|95|23
-0.0621,0,,5.068,0.274,14.8,2,브리두라스|아머까오|라우드본|님피아|히트로토무|드래펄트,78|20|17|58|36|92
-0.0622,0,,5.137,0.226,17.8,2,타부자고|아머까오|워시로토무|불카모스|님피아|드래펄트,73|15|28|32|58|94
-0.0624,0,,5.26,0.17,15.0,0,아머까오|포푸니크|워시로토무|님피아|히트로토무|드래펄트,21|67|23|56|38|94
-0.0629,0,,5.31,0.157,6.4,1,포푸니크|알로라 나인테일|워시로토무|님피아|히트로토무|드래펄트,67|23|23|55|39|93
-0.0629,0,,5.139,0.271,17.1,2,브리두라스|고릴타|아머까오|님피아|히트로토무|드래펄트,76|18|21|57|37|91
-0.0632,0,,5.169,0.276,13.5,0,브리두라스|아머까오|삼삼드래|님피아|드래펄트|어흥염,75|20|25|59|92|29
-0.0633,0,,5.117,0.262,14.9,3,누리레느|타부자고|아머까오|님피아|히트로토무|드래펄트,18|74|19|57|39|93
-0.0637,0,,5.106,0.268,15.3,1,브리두라스|아머까오|워시로토무|님피아|드래펄트|어흥염,75|20|22|61|93|29
-0.0637,0,,5.043,0.229,15.5,2,타부자고|아머까오|불카모스|님피아|드래펄트|어흥염,76|15|30|61|93|24
