nash_value,stones,mega_slot,effective_roster_R,mirror_exposure,gap_exposure_pct,zero_answer_opps,members,pick_rates_pct
-0.063,0,,4.743,0.235,9.6,0,마스카나|아머까오|에이스번|님피아|히트로토무|찌리배리,73|22|98|63|41|4
-0.063,0,,5.025,0.27,9.3,0,누리레느|마스카나|아머까오|에이스번|워시로토무|님피아,16|73|20|97|33|61
-0.063,0,,5.281,0.118,14.0,0,아머까오|에이스번|워시로토무|불카모스|빠르모트|님피아,18|93|35|31|68|55
-0.0631,0,,5.381,0.192,11.0,1,타부자고|에이스번|알로라 나인테일|워시로토무|님피아|히트로토무,69|92|26|28|51|34
-0.0634,0,,5.128,0.251,13.4,1,브리두라스|에이스번|알로라 나인테일|워시로토무|님피아|히트로토무,80|93|22|21|52|32
-0.0636,0,,4.939,0.282,16.3,0,브리두라스|따라큐|아머까오|에이스번|님피아|히트로토무,82|13|20|94|57|33
-0.0639,0,,5.273,0.203,16.7,0,타부자고|아머까오|에이스번|워시로토무|님피아|히트로토무,70|19|93|32|56|31
-0.0642,0,,4.941,0.27,18.6,0,브리두라스|아머까오|에이스번|워시로토무|라우드본|님피아,83|19|95|26|19|58
-0.0659,0,,4.979,0.262,15.1,0,브리두라스|아머까오|에이스번|워시로토무|님피아|카디나르마,83|17|94|25|58|23
-0.0664,0,,5.237,0.22,9.5,0,타부자고|아머까오|에이스번|알로라 나인테일|삼삼드래|님피아,71|16|90|26|41|56
-0.0673,0,,5.045,0.271,13.3,0,브리두라스|아머까오|에이스번|알로라 나인테일|워시로토무|님피아,82|19|92|21|28|57
-0.0676,0,,5.151,0.113,8.1,1,아머까오|에이스번|알로라 나인테일|빠르모트|님피아|히트로토무,18|93|21|73|58|38
-0.0684,0,,5.221,0.21,9.5,1,타부자고|아머까오|에이스번|알로라 나인테일|님피아|히트로토무,72|18|94|28|53|35
-0.0689,0,,5.191,0.211,19.0,0,타부자고|아머까오|에이스번|워시로토무|불카모스|님피아,73|17|92|40|24|55
-0.0694,0,,5.225,0.209,10.8,0,타부자고|아머까오|에이스번|알로라 나인테일|워시로토무|님피아,72|17|93|27|37|55
-0.0703,0,,5.492,0.143,5.7,0,포푸니크|에이스번|알로라 나인테일|워시로토무|님피아|히트로토무,59|92|28|33|53|35
-0.0708,0,,5.108,0.255,16.4,1,누리레느|타부자고|아머까오|에이스번|님피아|히트로토무,21|74|18|95|56|35
-0.0708,0,,5.396,0.153,16.0,0,아머까오|포푸니크|에이스번|워시로토무|님피아|히트로토무,20|60|93|36|55|36
-0.0714,0,,5.143,0.114,11.9,0,아머까오|에이스번|알로라 나인테일|워시로토무|빠르모트|님피아,19|94|21|36|69|61
-0.0752,0,,5.531,0.146,12.0,0,킬가르도|에이스번|알로라 나인테일|워시로토무|님피아|히트로토무,50|92|29|33|56|39
-0.0755,0,,5.385,0.157,17.4,0,킬가르도|아머까오|에이스번|워시로토무|님피아|히트로토무,52|18|93|37|61|39
-0.0763,0,,5.337,0.159,5.5,2,아머까오|포푸니크|에이스번|알로라 나인테일|님피아|히트로토무,17|63|92|31|56|41
-0.0768,0,,5.142,0.267,16.4,1,브리두라스|아머까오|에이스번|알로라 나인테일|워시로토무|히트로토무,83|24|96|31|27|38
-0.0769,0,,5.455,0.135,9.3,0,대쓰여너|에이스번|알로라 나인테일|워시로토무|님피아|히트로토무,45|95|29|30|61|41
-0.0774,0,,5.32,0.159,9.5,0,아머까오|포푸니크|에이스번|알로라 나인테일|워시로토무|님피아,18|63|92|28|42|57
-0.0778,0,,5.235,0.311,15.6,0,누리레느|마스카나|아머까오|에이스번|워시로토무|히트로토무,37|75|24|97|26|41
-0.078,0,,5.302,0.145,12.6,0,아머까오|대쓰여너|에이스번|워시로토무|님피아|히트로토무,18|48|97|32|65|40
-0.0781,0,,5.347,0.168,18.4,0,하마돈|아머까오|에이스번|워시로토무|님피아|히트로토무,36|20|95|40|68|42
-0.0794,0,,5.397,0.147,16.7,0,아머까오|에이스번|워시로토무|삼삼드래|님피아|히트로토무,25|96|31|45|64|39
-0.0807,0,,5.303,0.151,3.8,0,아머까오|대쓰여너|에이스번|알로라 나인테일|님피아|히트로토무,16|52|95|33|62|43
-0.0812,0,,5.466,0.132,11.7,1,에이스번|알로라 나인테일|워시로토무|삼삼드래|님피아|히트로토무,94|30|31|43|63|39
-0.0824,0,,5.423,0.152,9.3,0,아머까오|에이스번|알로라 나인테일|삼삼드래|님피아|히트로토무,24|95|31|46|62|42
-0.0825,0,,5.312,0.163,8.1,3,킬가르도|아머까오|에이스번|알로라 나인테일|님피아|히트로토무,56|17|95|31|58|44
-0.0849,0,,5.402,0.132,17.7,0,아머까오|에이스번|워시로토무|님피아|히트로토무|맘모꾸리,25|96|37|66|40|37
-0.0853,0,,5.205,0.231,7.7,1,마스카나|아머까오|에이스번|알로라 나인테일|워시로토무|히트로토무,73|29|97|19|34|48
-0.0859,0,,5.433,0.141,8.5,0,아머까오|에이스번|알로라 나인테일|워시로토무|님피아|히트로토무,25|95|32|41|62|44
-0.086,0,,5.236,0.192,16.4,0,누리레느|아머까오|에이스번|삼삼드래|님피아|히트로토무,19|25|97|51|67|42
-0.0878,0,,5.182,0.243,10.2,1,마스카나|아머까오|에이스번|알로라 나인테일|워시로토무|불카모스,74|28|97|17|42|42
-0.088,0,,5.398,0.153,15.6,0,아머까오|에이스번|알로라 나인테일|워시로토무|삼삼드래|님피아,24|94|31|38|48|65
-0.0906,0,,5.404,0.149,9.6,0,아머까오|에이스번|알로라 나인테일|워시로토무|불카모스|님피아,23|95|36|51|35|61
-0.0909,0,,5.434,0.142,10.6,0,고릴타|아머까오|에이스번|알로라 나인테일|님피아|히트로토무,33|26|95|36|61|48
-0.0912,0,,5.343,0.194,15.6,0,누리레느|아머까오|에이스번|워시로토무|님피아|히트로토무,25|27|97|41|65|45
-0.0912,0,,5.337,0.162,14.2,0,따라큐|아머까오|에이스번|워시로토무|님피아|히트로토무,25|26|96|40|66|48
-0.0914,0,,5.392,0.137,16.9,0,고릴타|아머까오|에이스번|워시로토무|님피아|히트로토무,29|28|97|34|62|49
-0.0957,0,,5.306,0.141,16.5,0,아머까오|에이스번|알로라 나인테일|워시로토무|라우드본|님피아,21|96|36|50|30|66
-0.0996,0,,5.331,0.203,7.9,3,누리레느|아머까오|에이스번|알로라 나인테일|님피아|히트로토무,27|25|98|36|61|53
