nash_value,stones,mega_slot,effective_roster_R,mirror_exposure,gap_exposure_pct,zero_answer_opps,members,pick_rates_pct
0.0253,1,마폭시,4.937,0.193,3.7,0,아머까오|에이스번|워시로토무|님피아|히트로토무|마폭시,16|81|30|61|18|94
0.0253,2,망나뇽,4.93,0.315,11.2,0,브리두라스|아머까오|에이스번|망나뇽|님피아|핫삼,67|11|79|85|43|16
0.0246,1,망나뇽,4.606,0.297,0.6,0,마스카나|아머까오|에이스번|망나뇽|님피아|찌리배리,64|16|80|91|46|2
0.0244,1,보만다,4.984,0.237,0.6,0,보만다|타부자고|아머까오|에이스번|워시로토무|님피아,91|48|10|77|20|53
0.0244,1,망나뇽,4.617,0.295,0.6,0,마스카나|아머까오|에이스번|알로라 나인테일|망나뇽|님피아,62|16|80|2|91|48
0.0243,1,보만다,5.085,0.257,1.4,0,보만다|마스카나|아머까오|에이스번|님피아|히트로토무,89|51|11|74|53|21
0.0242,1,마폭시,4.951,0.192,0.7,0,고릴타|아머까오|에이스번|워시로토무|님피아|마폭시,22|15|81|28|59|96
0.0242,1,보만다,5.027,0.259,4.2,0,보만다|마스카나|아머까오|에이스번|워시로토무|님피아,91|51|12|74|18|54
0.0241,1,망나뇽,4.982,0.247,11.5,0,타부자고|에이스번|워시로토무|망나뇽|님피아|히트로토무,49|83|14|93|44|18
0.0241,1,보만다,4.965,0.284,1.4,0,보만다|브리두라스|아머까오|에이스번|불카모스|님피아,91|56|10|76|18|49
0.0237,1,망나뇽,4.879,0.303,11.2,0,브리두라스|아머까오|에이스번|워시로토무|망나뇽|님피아,61|13|82|13|89|42
0.0237,1,망나뇽,5.095,0.252,4.2,0,타부자고|에이스번|알로라 나인테일|워시로토무|망나뇽|님피아,49|79|21|17|94|40
0.0237,1,망나뇽,5.089,0.263,8.8,0,타부자고|아머까오|포푸니크|에이스번|망나뇽|님피아,42|8|38|74|93|45
0.0235,1,망나뇽,4.967,0.308,7.9,0,브리두라스|아머까오|에이스번|불카모스|망나뇽|님피아,62|12|79|17|88|42
0.0235,1,망나뇽,4.987,0.251,11.5,0,타부자고|에이스번|워시로토무|불카모스|망나뇽|님피아,48|81|17|15|94|45
0.0235,1,보만다,4.983,0.284,0.6,0,보만다|브리두라스|아머까오|에이스번|삼삼드래|님피아,92|55|13|75|16|50
0.0231,1,보만다,4.926,0.282,0.6,0,보만다|브리두라스|고릴타|아머까오|에이스번|님피아,90|58|15|11|78|48
0.023,1,보만다,5.017,0.244,0.6,0,보만다|타부자고|아머까오|에이스번|삼삼드래|님피아,94|47|11|74|22|53
0.0224,1,보만다,4.913,0.238,2.3,0,보만다|타부자고|아머까오|에이스번|님피아|히트로토무,92|50|9|79|53|18
0.0222,1,마폭시,4.818,0.196,3.7,0,아머까오|에이스번|워시로토무|불카모스|님피아|마폭시,15|82|34|12|62|95
0.0221,1,보만다,4.931,0.24,0.6,0,보만다|타부자고|고릴타|아머까오|에이스번|님피아,92|50|18|10|76|54
0.0217,1,망나뇽,4.885,0.256,7.9,0,타부자고|아머까오|에이스번|워시로토무|망나뇽|님피아,46|11|81|17|96|48
0.0215,1,망나뇽,4.977,0.256,8.8,0,타부자고|아머까오|에이스번|망나뇽|님피아|히트로토무,50|11|81|92|46|21
0.0213,2,망나뇽,5.184,0.202,7.9,0,아머까오|에이스번|워시로토무|망나뇽|님피아|대짱이,17|85|19|77|56|47
0.0212,1,망나뇽,4.747,0.309,11.2,0,브리두라스|아머까오|에이스번|라우드본|망나뇽|님피아,65|11|81|9|89|46
0.0212,1,망나뇽,4.899,0.301,11.2,0,브리두라스|고릴타|아머까오|에이스번|망나뇽|님피아,60|13|13|82|88|44
0.0211,1,마폭시,4.849,0.195,3.7,0,아머까오|에이스번|알로라 나인테일|워시로토무|님피아|마폭시,15|81|13|35|62|94
0.0211,2,망나뇽,4.827,0.266,8.8,0,타부자고|아머까오|에이스번|망나뇽|님피아|핫삼,56|9|82|90|48|14
0.0211,2,마폭시,4.774,0.193,3.7,0,아머까오|에이스번|워시로토무|님피아|마폭시|핫삼,15|83|38|64|90|9
0.0205,1,마폭시,4.758,0.214,3.1,0,누리레느|아머까오|에이스번|워시로토무|님피아|마폭시,8|17|81|35|62|95
0.0204,1,망나뇽,4.933,0.308,3.8,0,브리두라스|아머까오|에이스번|알로라 나인테일|망나뇽|님피아,61|13|80|14|89|43
0.0201,1,마폭시,4.679,0.193,3.7,0,아머까오|에이스번|워시로토무|라우드본|님피아|마폭시,16|83|35|7|64|95
0.0201,2,마폭시,5.131,0.22,1.4,1,보만다|아머까오|에이스번|알로라 나인테일|워시로토무|마폭시,68|19|86|20|31|76
0.02,1,망나뇽,4.807,0.331,10.6,0,누리레느|브리두라스|아머까오|에이스번|망나뇽|님피아,9|65|14|79|89|45
0.0197,2,마폭시,5.211,0.257,1.5,0,보만다|아머까오|워시로토무|님피아|히트로토무|마폭시,74|20|30|68|24|84
0.0196,1,보만다,4.843,0.245,2.3,0,보만다|타부자고|아머까오|에이스번|불카모스|님피아,93|52|10|78|14|54
0.0193,1,망나뇽,4.992,0.265,1.5,0,타부자고|아머까오|에이스번|알로라 나인테일|망나뇽|님피아,52|11|77|21|94|45
0.0193,1,망나뇽,4.94,0.26,7.9,0,타부자고|아머까오|대쓰여너|에이스번|망나뇽|님피아,44|11|20|80|95|50
0.0192,1,망나뇽,4.862,0.258,7.9,0,타부자고|고릴타|아머까오|에이스번|망나뇽|님피아,49|15|11|81|95|49
0.0191,1,망나뇽,4.909,0.262,7.9,0,타부자고|아머까오|에이스번|삼삼드래|망나뇽|님피아,47|12|80|16|96|49
0.019,1,보만다,4.948,0.304,2.8,1,보만다|타부자고|마스카나|아머까오|에이스번|워시로토무,86|58|50|11|79|16
0.0184,1,망나뇽,4.882,0.264,8.8,0,타부자고|아머까오|에이스번|불카모스|망나뇽|님피아,52|11|81|15|93|48
0.0184,1,보만다,4.779,0.268,1.7,0,보만다|누리레느|타부자고|아머까오|에이스번|님피아,92|10|54|10|77|56
0.0179,1,망나뇽,4.968,0.264,8.8,0,타부자고|킬가르도|아머까오|에이스번|망나뇽|님피아,43|22|11|80|95|49
0.0179,1,보만다,4.824,0.248,2.3,0,보만다|타부자고|아머까오|에이스번|알로라 나인테일|님피아,94|54|10|75|12|55
0.0179,2,마폭시,5.134,0.257,7.6,0,보만다|고릴타|아머까오|워시로토무|님피아|마폭시,76|28|18|24|69|85
0.0172,2,마폭시,5.129,0.263,1.5,0,보만다|아머까오|워시로토무|불카모스|님피아|마폭시,76|18|32|21|68|85
0.0165,1,보만다,5.119,0.178,0.6,0,보만다|아머까오|에이스번|워시로토무|빠르모트|님피아,91|13|73|23|42|58
0.0162,1,망나뇽,4.806,0.288,8.3,0,누리레느|타부자고|아머까오|에이스번|망나뇽|님피아,11|53|12|79|94|52
0.0158,1,마폭시,4.92,0.254,1.6,1,타부자고|아머까오|에이스번|알로라 나인테일|워시로토무|마폭시,67|13|77|21|29|93
0.0158,2,마폭시,5.202,0.264,7.4,0,보만다|아머까오|워시로토무|삼삼드래|님피아|마폭시,75|21|28|24|68|84
0.015,1,보만다,5.191,0.195,3.6,0,보만다|킬가르도|에이스번|워시로토무|님피아|히트로토무,93|30|76|24|54|23
0.0149,2,망나뇽,5.281,0.32,8.1,0,보만다|타부자고|아머까오|망나뇽|님피아|히트로토무,80|64|14|63|56|24
0.0148,1,망나뇽,5.018,0.197,11.2,0,아머까오|에이스번|워시로토무|빠르모트|망나뇽|님피아,14|81|19|40|93|53
0.0144,1,망나뇽,4.642,0.264,8.8,0,타부자고|아머까오|에이스번|라우드본|망나뇽|님피아,53|12|82|5|94|53
0.0137,1,마폭시,5.058,0.311,0.7,0,누리레느|마스카나|아머까오|에이스번|워시로토무|마폭시,22|54|20|81|28|95
0.013,1,망나뇽,4.406,0.267,8.8,0,타부자고|아머까오|에이스번|망나뇽|님피아|찌리배리,55|13|83|96|53|1
0.0129,1,망나뇽,4.945,0.223,11.2,0,아머까오|포푸니크|에이스번|워시로토무|망나뇽|님피아,11|43|82|21|95|49
0.0127,1,망나뇽,4.948,0.227,11.2,0,킬가르도|아머까오|에이스번|워시로토무|망나뇽|님피아,34|13|83|22|96|51
0.0122,1,망나뇽,5.007,0.223,10.9,0,킬가르도|아머까오|에이스번|망나뇽|님피아|히트로토무,33|13|84|93|51|26
0.0121,1,보만다,4.996,0.205,1.4,0,보만다|킬가르도|아머까오|에이스번|워시로토무|님피아,94|29|12|80|28|57
0.012,2,망나뇽,4.984,0.215,11.2,0,갑주무사|아머까오|에이스번|워시로토무|망나뇽|님피아,27|15|87|24|88|59
0.0118,1,보만다,5.079,0.202,0.6,0,보만다|아머까오|포푸니크|에이스번|워시로토무|님피아,91|11|38|78|27|54
0.0107,1,보만다,4.986,0.199,1.4,0,보만다|아머까오|에이스번|삼삼드래|님피아|히트로토무,95|14|81|30|56|25
0.0107,2,갑주무사,4.968,0.193,3.1,0,보만다|갑주무사|에이스번|알로라 나인테일|워시로토무|님피아,91|32|81|10|25|59
0.0106,2,보만다,4.905,0.194,1.4,0,보만다|아머까오|에이스번|워시로토무|님피아|핫삼,90|12|87|29|59|23
0.0096,1,보만다,4.95,0.19,1.4,0,보만다|아머까오|에이스번|워시로토무|님피아|히트로토무,93|15|84|24|59|25
0.0086,1,보만다,4.952,0.2,4.2,0,보만다|아머까오|에이스번|워시로토무|삼삼드래|님피아,95|16|82|22|27|58
0.0083,1,망나뇽,4.904,0.211,7.9,0,아머까오|에이스번|워시로토무|망나뇽|님피아|히트로토무,20|89|20|94|54|23
0.0081,1,보만다,4.887,0.194,1.4,0,보만다|아머까오|에이스번|워시로토무|불카모스|님피아,93|15|86|29|19|59
0.0081,1,보만다,4.915,0.189,1.4,0,보만다|고릴타|아머까오|에이스번|님피아|히트로토무,93|22|14|85|58|28
0.0073,1,망나뇽,5.027,0.216,3.6,0,아머까오|에이스번|알로라 나인테일|망나뇽|님피아|히트로토무,18|85|26|95|50|26
0.0073,2,망나뇽,4.88,0.213,11.2,0,아머까오|에이스번|워시로토무|망나뇽|님피아|핫삼,16|90|28|91|57|19
0.0071,1,마폭시,4.777,0.266,0.7,1,마스카나|아머까오|에이스번|워시로토무|라우드본|마폭시,58|21|86|33|8|95
0.007,1,망나뇽,4.966,0.218,7.9,0,아머까오|에이스번|삼삼드래|망나뇽|님피아|히트로토무,20|86|21|95|53|26
0.0069,1,망나뇽,4.865,0.232,7.9,0,하마돈|아머까오|에이스번|워시로토무|망나뇽|님피아,22|16|87|23|95|57
0.0068,1,망나뇽,5.04,0.206,5.5,0,에이스번|알로라 나인테일|워시로토무|불카모스|망나뇽|님피아,86|24|23|23|93|50
0.0066,1,망나뇽,4.908,0.209,7.9,0,고릴타|아머까오|에이스번|망나뇽|님피아|히트로토무,20|17|90|93|53|26
0.0065,1,망나뇽,4.845,0.219,11.2,0,아머까오|대쓰여너|에이스번|워시로토무|망나뇽|님피아,15|25|87|20|95|57
0.0064,1,망나뇽,4.843,0.216,7.9,0,아머까오|에이스번|워시로토무|불카모스|망나뇽|님피아,17|89|24|19|95|56
0.0063,1,망나뇽,4.998,0.217,3.8,0,아머까오|에이스번|알로라 나인테일|워시로토무|망나뇽|님피아,18|84|24|26|95|52
0.0061,1,보만다,4.829,0.19,4.2,0,보만다|고릴타|아머까오|에이스번|워시로토무|님피아,94|21|14|88|23|60
0.0047,1,망나뇽,4.88,0.21,11.2,0,아머까오|에이스번|워시로토무|망나뇽|님피아|맘모꾸리,18|88|22|96|54|22
0.004,1,망나뇽,5.014,0.216,3.8,0,고릴타|아머까오|에이스번|알로라 나인테일|망나뇽|님피아,25|17|85|27|94|51
0.0038,1,망나뇽,4.763,0.211,11.2,0,고릴타|아머까오|에이스번|워시로토무|망나뇽|님피아,20|17|91|19|95|58
0.0037,1,보만다,4.72,0.193,5.0,0,보만다|아머까오|에이스번|워시로토무|라우드본|님피아,95|16|86|30|10|63
0.0035,1,망나뇽,4.811,0.22,11.2,0,아머까오|에이스번|워시로토무|삼삼드래|망나뇽|님피아,20|87|22|17|98|57
0.0033,1,망나뇽,4.835,0.214,7.9,0,고릴타|아머까오|에이스번|불카모스|망나뇽|님피아,25|16|90|19|94|56
0.0031,1,보만다,4.751,0.197,5.0,0,보만다|아머까오|에이스번|알로라 나인테일|워시로토무|님피아,97|16|82|11|31|63
0.0031,1,망나뇽,4.86,0.225,7.9,0,아머까오|에이스번|불카모스|삼삼드래|망나뇽|님피아,19|87|19|23|96|56
0.0022,1,망나뇽,4.699,0.215,11.2,0,아머까오|에이스번|워시로토무|라우드본|망나뇽|님피아,19|89|25|11|96|60
0.0022,1,망나뇽,4.947,0.225,3.8,0,아머까오|에이스번|알로라 나인테일|삼삼드래|망나뇽|님피아,19|83|25|20|96|56
0.0015,1,망나뇽,4.693,0.211,7.9,0,아머까오|에이스번|워시로토무|망나뇽|님피아|카디나르마,17|90|23|98|59|13
0.0009,1,망나뇽,4.644,0.214,10.6,0,아머까오|에이스번|워시로토무|망나뇽|님피아|엠페르트,19|89|26|97|60|8
0.0006,1,망나뇽,4.757,0.238,10.6,0,누리레느|아머까오|에이스번|워시로토무|망나뇽|님피아,10|21|88|27|95|59
0.0002,1,망나뇽,4.638,0.223,11.2,0,따라큐|아머까오|에이스번|워시로토무|망나뇽|님피아,7|21|90|26|96|59
-0.0012,1,망나뇽,4.44,0.217,10.6,0,아머까오|에이스번|워시로토무|망나뇽|님피아|블래키,20|91|27|98|62|2
-0.0017,1,망나뇽,4.381,0.217,11.2,0,아머까오|에이스번|워시로토무|망나뇽|님피아|찌리배리,21|91|27|97|63|1
-0.0018,1,망나뇽,4.379,0.218,11.2,0,아머까오|에이스번|워시로토무|망나뇽|님피아|대도각참,20|91|28|98|62|1
-0.0019,1,망나뇽,4.382,0.217,10.6,0,아머까오|에이스번|워시로토무|망나뇽|님피아|오롱털,21|91|28|97|62|1
-0.002,1,망나뇽,4.356,0.217,11.2,0,아머까오|에이스번|에써르(수컷)|워시로토무|망나뇽|님피아,21|91|1|27|98|63
-0.0259,0,,5.618,0.296,3.5,0,브리두라스|마스카나|포푸니크|에이스번|님피아|히트로토무,55|52|45|83|42|22
-0.0263,0,,5.641,0.261,3.4,0,타부자고|마스카나|포푸니크|에이스번|님피아|히트로토무,47|56|44|82|47|23
-0.0268,0,,5.581,0.261,2.4,0,타부자고|마스카나|포푸니크|에이스번|워시로토무|님피아,48|56|44|86|22|45
-0.0275,0,,5.613,0.315,10.8,1,브리두라스|타부자고|마스카나|에이스번|님피아|히트로토무,49|42|53|87|44|25
-0.0292,0,,5.414,0.316,2.4,0,브리두라스|마스카나|아머까오|포푸니크|에이스번|님피아,59|53|13|46|85|44
-0.0292,0,,5.394,0.243,6.2,0,타부자고|마스카나|아머까오|에이스번|빠르모트|님피아,52|54|12|86|46|51
-0.0306,0,,5.406,0.337,9.2,0,브리두라스|타부자고|마스카나|아머까오|에이스번|님피아,53|44|55|13|88|47
-0.031,0,,5.391,0.281,3.4,0,타부자고|마스카나|아머까오|포푸니크|에이스번|님피아,53|59|12|45|84|47
-0.0314,0,,5.534,0.255,8.3,0,타부자고|마스카나|대쓰여너|에이스번|님피아|히트로토무,45|59|31|89|49|27
-0.033,0,,5.5,0.258,9.0,1,타부자고|마스카나|에이스번|삼삼드래|님피아|히트로토무,53|57|88|28|50|24
-0.0337,0,,5.57,0.229,1.6,0,마스카나|대쓰여너|포푸니크|에이스번|님피아|히트로토무,60|35|47|86|47|25
-0.0345,0,,5.422,0.253,10.1,1,타부자고|마스카나|에이스번|워시로토무|님피아|히트로토무,52|60|90|20|49|29
-0.0349,0,,5.543,0.284,12.6,0,브리두라스|타부자고|포푸니크|에이스번|님피아|히트로토무,65|41|48|84|40|22
-0.0363,0,,5.344,0.308,6.2,0,브리두라스|마스카나|아머까오|에이스번|님피아|히트로토무,60|57|17|89|51|26
-0.0365,0,,5.301,0.268,6.5,0,타부자고|마스카나|아머까오|에이스번|님피아|히트로토무,54|61|15|90|52|29
-0.0365,0,,5.264,0.277,4.1,0,타부자고|마스카나|아머까오|대쓰여너|에이스번|님피아,51|63|12|33|90|51
-0.0366,0,,5.328,0.277,8.6,0,타부자고|마스카나|아머까오|에이스번|삼삼드래|님피아,56|60|14|89|30|51
-0.0367,0,,5.382,0.265,10.8,1,타부자고|마스카나|에이스번|워시로토무|불카모스|님피아,57|61|89|24|21|48
-0.0367,0,,5.329,0.312,6.2,0,브리두라스|마스카나|아머까오|대쓰여너|에이스번|님피아,60|55|14|34|90|48
-0.0373,0,,5.236,0.275,8.3,0,타부자고|마스카나|아머까오|에이스번|워시로토무|님피아,57|63|15|91|24|50
-0.0379,0,,5.207,0.329,11.6,1,브리두라스|마스카나|아머까오|포푸니크|에이스번|히트로토무,68|55|14|53|87|22
-0.0383,0,,5.314,0.263,10.7,1,타부자고|마스카나|에이스번|불카모스|님피아|히트로토무,56|61|89|15|52|27
-0.0385,0,,5.359,0.193,6.0,0,마스카나|아머까오|에이스번|빠르모트|님피아|히트로토무,58|15|89|54|54|30
-0.0386,0,,5.291,0.29,9.5,1,누리레느|타부자고|마스카나|에이스번|님피아|히트로토무,14|56|61|91|48|30
-0.0394,0,,5.253,0.32,7.3,0,브리두라스|마스카나|아머까오|에이스번|불카모스|님피아,65|56|16|90|23|50
-0.0398,0,,5.306,0.222,15.2,0,브리두라스|아머까오|에이스번|빠르모트|님피아|히트로토무,67|14|87|54|48|29
-0.0404,0,,5.278,0.355,16.7,1,브리두라스|타부자고|마스카나|아머까오|에이스번|히트로토무,64|51|55|15|89|26
-0.0405,0,,5.487,0.217,3.5,0,마스카나|포푸니크|에이스번|워시로토무|님피아|히트로토무,60|48|88|24|51|29
-0.0407,0,,5.261,0.298,13.4,1,브리두라스|마스카나|에이스번|워시로토무|님피아|히트로토무,61|58|89|14|51|26
-0.0412,0,,5.203,0.315,8.4,0,브리두라스|마스카나|아머까오|에이스번|워시로토무|님피아,64|57|18|91|18|51
-0.0416,0,,5.199,0.284,9.4,0,타부자고|마스카나|아머까오|에이스번|불카모스|님피아,61|62|14|89|21|53
-0.0417,0,,5.089,0.319,10.6,0,브리두라스|마스카나|아머까오|에이스번|라우드본|님피아,66|58|15|91|16|53
-0.0423,0,,5.313,0.236,4.7,0,마스카나|아머까오|포푸니크|에이스번|님피아|히트로토무,64|15|51|89|52|29
-0.0425,0,,5.311,0.193,6.0,0,마스카나|아머까오|에이스번|워시로토무|빠르모트|님피아,57|16|91|27|53|56
-0.0427,0,,5.52,0.224,2.6,0,마스카나|포푸니크|에이스번|워시로토무|불카모스|님피아,61|47|87|30|25|50
-0.0427,0,,5.053,0.317,7.2,0,누리레느|타부자고|마스카나|아머까오|에이스번|님피아,16|60|65|14|92|53
-0.0433,0,,5.184,0.27,13.8,0,브리두라스|아머까오|포푸니크|에이스번|님피아|히트로토무,75|13|55|87|45|26
-0.0435,0,,5.447,0.225,9.0,0,킬가르도|마스카나|에이스번|워시로토무|님피아|히트로토무,42|63|89|22|53|30
-0.0438,0,,4.985,0.281,10.1,0,타부자고|마스카나|아머까오|에이스번|라우드본|님피아,60|65|13|92|14|56
-0.0441,0,,5.318,0.253,12.7,0,브리두라스|포푸니크|에이스번|워시로토무|님피아|히트로토무,71|52|87|19|46|24
-0.0442,0,,5.295,0.233,2.4,0,마스카나|아머까오|포푸니크|에이스번|워시로토무|님피아,62|14|52|91|30|51
-0.0447,0,,5.251,0.278,14.9,0,브리두라스|아머까오|포푸니크|에이스번|삼삼드래|님피아,75|13|50|85|31|46
-0.0451,0,,5.239,0.231,1.2,0,마스카나|아머까오|대쓰여너|에이스번|님피아|히트로토무,66|14|42|94|54|30
-0.0457,0,,5.365,0.278,18.8,1,브리두라스|타부자고|에이스번|워시로토무|님피아|히트로토무,66|51|90|20|46|27
-0.0461,0,,5.212,0.225,20.1,0,브리두라스|아머까오|에이스번|워시로토무|빠르모트|님피아,69|15|89|23|55|50
-0.0462,0,,5.264,0.218,9.3,0,마스카나|대쓰여너|에이스번|워시로토무|님피아|히트로토무,66|38|95|17|54|30
-0.0467,0,,5.184,0.199,5.0,0,마스카나|아머까오|에이스번|빠르모트|라우드본|님피아,61|15|91|54|21|59
-0.0472,0,,5.268,0.295,16.2,0,브리두라스|타부자고|아머까오|에이스번|님피아|히트로토무,69|52|14|89|48|28
-0.0472,0,,5.272,0.237,7.2,0,킬가르도|마스카나|아머까오|에이스번|님피아|히트로토무,42|64|13|90|57|34
-0.0474,0,,5.12,0.272,16.5,0,브리두라스|아머까오|포푸니크|에이스번|워시로토무|님피아,76|12|54|89|23|45
-0.0488,0,,5.285,0.242,6.9,0,킬가르도|마스카나|아머까오|에이스번|워시로토무|님피아,43|66|15|91|30|56
-0.0493,0,,5.188,0.325,12.3,1,브리두라스|마스카나|아머까오|대쓰여너|에이스번|히트로토무,69|59|14|39|92|27
-0.0496,0,,5.277,0.233,6.3,0,마스카나|아머까오|에이스번|삼삼드래|님피아|히트로토무,68|19|93|32|57|30
-0.0498,0,,5.187,0.301,18.1,0,브리두라스|타부자고|아머까오|에이스번|워시로토무|님피아,71|54|14|89|24|48
-0.0508,0,,5.152,0.234,7.0,0,마스카나|아머까오|대쓰여너|에이스번|워시로토무|님피아,67|16|39|96|23|58
-0.0509,0,,5.165,0.24,3.4,0,마스카나|아머까오|대쓰여너|에이스번|불카모스|님피아,67|14|44|94|24|56
-0.0509,0,,5.31,0.259,17.7,0,브리두라스|킬가르도|에이스번|워시로토무|님피아|히트로토무,74|41|90|19|48|28
-0.0512,0,,5.233,0.227,5.5,0,마스카나|아머까오|에이스번|워시로토무|님피아|히트로토무,69|20|94|25|57|34
-0.0517,0,,5.154,0.26,10.8,0,브리두라스|아머까오|대쓰여너|에이스번|님피아|히트로토무,73|12|41|92|52|29
-0.0517,0,,5.111,0.286,15.9,0,하마돈|브리두라스|아머까오|에이스번|님피아|히트로토무,31|77|14|92|56|29
-0.0521,0,,5.185,0.271,16.9,0,브리두라스|킬가르도|아머까오|에이스번|님피아|히트로토무,76|38|13|90|52|31
-0.0522,0,,5.187,0.27,15.0,0,브리두라스|아머까오|에이스번|삼삼드래|님피아|히트로토무,79|17|89|35|53|26
-0.0522,0,,5.212,0.272,15.2,0,브리두라스|아머까오|대쓰여너|에이스번|삼삼드래|님피아,75|14|36|89|31|55
-0.0527,0,,5.123,0.246,7.2,0,하마돈|마스카나|아머까오|에이스번|님피아|히트로토무,24|67|17|97|62|33
-0.0531,0,,5.12,0.281,18.3,1,타부자고|마스카나|아머까오|에이스번|워시로토무|히트로토무,69|65|17|94|26|28
-0.0534,0,,5.259,0.23,12.3,0,마스카나|아머까오|에이스번|워시로토무|삼삼드래|님피아,65|19|94|28|33|61
-0.0535,0,,5.312,0.215,10.2,1,마스카나|에이스번|워시로토무|불카모스|님피아|히트로토무,67|93|28|24|58|30
-0.0536,0,,5.253,0.232,6.6,0,마스카나|아머까오|에이스번|워시로토무|불카모스|님피아,68|19|94|33|29|57
-0.0548,0,,5.041,0.333,16.6,1,브리두라스|마스카나|아머까오|에이스번|워시로토무|히트로토무,77|61|20|94|19|30
-0.055,0,,5.189,0.227,6.6,0,고릴타|마스카나|아머까오|에이스번|님피아|히트로토무,20|69|21|94|59|37
-0.0552,0,,5.218,0.243,7.4,0,마스카나|아머까오|에이스번|불카모스|삼삼드래|님피아,69|20|93|23|35|59
-0.0552,0,,5.052,0.341,19.2,1,브리두라스|마스카나|아머까오|에이스번|워시로토무|불카모스,78|61|18|93|22|28
-0.0554,0,,5.075,0.377,13.8,0,누리레느|브리두라스|마스카나|아머까오|에이스번|히트로토무,21|75|61|19|94|30
-0.0558,0,,5.173,0.233,8.6,0,마스카나|아머까오|에이스번|불카모스|님피아|히트로토무,69|20|96|24|60|32
-0.056,0,,5.154,0.212,11.5,1,마스카나|에이스번|워시로토무|라우드본|님피아|히트로토무,69|95|25|18|62|32
-0.0561,0,,5.195,0.25,10.2,0,하마돈|마스카나|아머까오|에이스번|워시로토무|님피아,27|66|19|95|31|62
-0.0567,0,,5.09,0.229,10.2,0,마스카나|아머까오|에이스번|워시로토무|라우드본|님피아,70|18|96|33|22|62
-0.057,0,,5.16,0.22,11.2,1,마스카나|에이스번|워시로토무|불카모스|라우드본|님피아,69|95|31|27|17|61
-0.0571,0,,5.099,0.24,11.0,0,마스카나|아머까오|에이스번|라우드본|삼삼드래|님피아,71|17|93|19|38|62
-0.0574,0,,5,0.229,8.6,0,마스카나|아머까오|에이스번|라우드본|님피아|히트로토무,71|17|97|17|63|34
-0.0579,0,,5.128,0.28,16.2,0,브리두라스|아머까오|에이스번|불카모스|삼삼드래|님피아,81|18|90|22|35|54
-0.058,0,,5.062,0.266,14.2,0,브리두라스|아머까오|에이스번|워시로토무|님피아|히트로토무,82|20|93|21|54|30
-0.058,0,,5.089,0.27,7.0,0,누리레느|마스카나|아머까오|에이스번|님피아|히트로토무,18|71|20|97|58|36
-0.0584,0,,5.084,0.27,20.7,0,브리두라스|아머까오|에이스번|워시로토무|삼삼드래|님피아,79|18|92|19|35|56
-0.0586,0,,5.06,0.247,6.2,0,따라큐|마스카나|아머까오|에이스번|님피아|히트로토무,15|72|20|95|59|38
-0.0586,0,,5.048,0.27,18.3,0,브리두라스|아머까오|에이스번|불카모스|님피아|히트로토무,81|18|93|21|56|30
-0.0587,0,,5.155,0.223,10.0,0,마스카나|아머까오|에이스번|워시로토무|님피아|카디나르마,71|19|95|31|60|25
-0.0589,0,,5.037,0.269,17.0,0,브리두라스|아머까오|대쓰여너|에이스번|워시로토무|님피아,78|15|37|93|20|57
-0.059,0,,5.281,0.211,17.6,0,타부자고|아머까오|에이스번|삼삼드래|님피아|히트로토무,69|16|91|40|55|29
-0.0594,0,,5.142,0.253,19.0,1,브리두라스|에이스번|워시로토무|불카모스|님피아|히트로토무,80|92|23|23|55|27
-0.0598,0,,5.066,0.271,15.3,0,브리두라스|아머까오|에이스번|워시로토무|불카모스|님피아,82|17|92|27|26|55
-0.0599,0,,5.262,0.111,15.0,0,아머까오|에이스번|워시로토무|빠르모트|님피아|히트로토무,19|93|29|68|58|32
-0.0603,0,,4.978,0.276,19.4,0,브리두라스|아머까오|에이스번|라우드본|삼삼드래|님피아,82|17|91|15|36|58
-0.0605,0,,4.946,0.336,8.4,1,브리두라스|마스카나|아머까오|에이스번|알로라 나인테일|히트로토무,77|62|20|95|12|34
-0.0609,0,,4.956,0.226,8.8,0,마스카나|아머까오|에이스번|님피아|히트로토무|엠페르트,70|21|97|62|40|11
-0.0609,0,,4.896,0.294,8.7,1,타부자고|마스카나|아머까오|에이스번|알로라 나인테일|히트로토무,75|67|19|94|12|33
-0.061,0,,5.171,0.264,10.1,0,브리두라스|아머까오|에이스번|알로라 나인테일|님피아|히트로토무,78|20|93|23|52|34
-0.0613,0,,5.064,0.266,16.3,0,브리두라스|고릴타|아머까오|에이스번|님피아|히트로토무,81|17|21|92|56|33
-0.0614,0,,4.9,0.267,18.3,0,브리두라스|아머까오|에이스번|라우드본|님피아|히트로토무,82|19|96|14|58|31
-0.0619,0,,4.906,0.236,9.6,0,마스카나|아머까오|에이스번|알로라 나인테일|님피아|히트로토무,73|21|96|9|61|40
-0.0619,0,,5.173,0.206,14.4,0,타부자고|아머까오|대쓰여너|에이스번|님피아|히트로토무,65|11|42|94|57|31
-0.0627,0,,5.024,0.301,14.8,0,누리레느|브리두라스|아머까오|에이스번|님피아|히트로토무,16|80|22|94|56|33
-0.0629,0,,4.684,0.235,9.1,0,마스카나|아머까오|에이스번|님피아|히트로토무|블래키,73|22|98|63|41|3
-0.0629,0,,5.206,0.233,17.6,1,하마돈|타부자고|아머까오|에이스번|님피아|히트로토무,35|68|14|93|58|32
