atk\def,보만다,한카리아스,누리레느,갑주무사,하마돈,루카리오,드닐레이브,브리두라스,타부자고,따라큐,고릴타,킬가르도,마스카나,갸라도스,아머까오,킬라플로르,대쓰여너,리자몽,포푸니크,개굴닌자,에이스번,알로라 나인테일,에써르(수컷),워시로토무,불카모스,빠르모트,라우드본,삼삼드래,메타그로스,망나뇽,님피아,히트로토무,거북왕,대도각참,팬텀,마폭시,엠페르트,번치코,대짱이,라이츄,블래키,다크펫,더시마사리,핫삼,오롱털,픽시,카디나르마,앱솔,찌리배리,맘모꾸리,파라블레이즈,패리퍼,찌르호크,대검귀,마기라스,이어롭,플라엣테,배바닐라,드래펄트,입치트,메가니움,메타몽,이상해꽃,밀로틱,스코빌런,아쿠스타,몰드류,조로아크(히스이),미끄래곤(히스이),잠만보,무장조,클레스퍼트라,창파나이트,우츠보트,가라르야도킹,깜까미,엘풍,저승갓숭,스트린더(하이),샤미드,사마자르,인텔리레온,깨비물거미,가디안,왕구리,엘레이드,브리무음,눈여아,어흥염,마릴리,올리르바,스트린더(로우),펜드라,화염레오,윈디(히스이),캥카,꿈트렁,에써르(암컷),후딘,드래캄
메타몽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이상해꽃,-0.8062,-0.4972,,-0.4482,,-0.4806,-0.7321,,,,,,,0.1336,,-0.0290,,-0.5243,,0.2251,,,,,,,,,-0.7139,-0.7159,,,0.6726,,0.0717,-0.7139,,-0.2624,0.7733,0.5247,,0.0867,,-0.5334,,0.9810,,-0.2852,,,,,-0.7287,,0.5384,-0.4972,-0.2286,,,0.4186,0.9907,,0,,0.5966,-0.2624,-0.0059,,,,-0.7505,,,0.3928,,0.5997,,,,,,,,-0.4806,,-0.5024,,-0.4651,,,,,-0.3188,-0.1451,,-0.6186,,,,-0.0306
밀로틱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스코빌런,-0.8464,-0.7955,,0.4396,,-0.0955,-0.5621,,,,,,,0.0068,,-0.6644,,-0.7955,,-0.1906,,,,,,,,,0.0729,-0.7955,,,-0.2627,,-0.6644,-0.7955,,-0.7293,0.3712,0.0068,,-0.0955,,0.1379,,0.7707,,-0.3288,,,,,-0.5809,,-0.1977,-0.3288,-0.1990,,,0.8823,0.2613,,-0.6478,,0,0.4806,-0.0955,,,,-0.3570,,,0.2040,,0.7565,,,,,,,,-0.2557,,-0.0908,,-0.0955,,,,,0.0356,-0.7955,,-0.5062,,,,-0.8977
아쿠스타,-0.0256,-0.3288,,-0.8686,,-0.0955,-0.5621,,,,,,,-0.7955,,0.1379,,0.1379,,-0.7955,,,,,,,,,-0.5621,0.1923,,,-0.3288,,-0.3288,0.0068,,0.1379,-0.3288,-0.8977,,-0.4311,,-0.5970,,0.2961,,-0.5621,,,,,0.2213,,-0.0955,-0.3288,-0.3017,,,0.0043,-0.1965,,0.2043,,-0.5982,0,0.1379,,,,-0.2582,,,0.1379,,-0.2865,,,,,,,,-0.0955,,-0.1033,,-0.3288,,,,,0.0152,-0.3288,,-0.3649,,,,0.1379
몰드류,-0.4332,-0.5621,,-0.1619,,-0.4311,0.1379,,,,,,,-0.0955,,0.3712,,-0.0171,,-0.6644,,,,,,,,,-0.3288,-0.1189,,,-0.4311,,-0.0955,-0.6644,,0.0356,-0.0955,-0.0955,,0.4735,,0.0103,,0.4379,,-0.3288,,,,,-0.7528,,0.1379,-0.3288,0.6218,,,0.8090,0.3724,,0.0243,,-0.1977,-0.3288,0,,,,-0.5246,,,0.5732,,0.8890,,,,,,,,0.3712,,-0.3367,,-0.0955,,,,,0.0808,-0.4311,,0.2400,,,,0.3712
조로아크(히스이),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미끄래곤(히스이),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
잠만보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무장조,-0.3928,-0.2548,,0.2850,,-0.4979,0.3043,,,,,,,0.3388,,0.3810,,-0.3437,,-0.2548,,,,,,,,,-0.1177,-0.0399,,,-0.0955,,0.0791,-0.8335,,0.1097,0.0233,-0.4212,,0.2118,,0.2370,,0.5104,,0.2500,,,,,0.4336,,0.2118,-0.0214,0.7926,,,0.4123,0.9892,,0.9968,,0.1097,0.4130,0.6843,,,,0,,,1.0000,,0.8952,,,,,,,,0.4453,,0.3126,,-0.0856,,,,,0.9756,-0.5903,,0.4594,,,,0.2118
클레스퍼트라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창파나이트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
우츠보트,-0.8261,-0.5621,,-0.7000,,-0.7955,-0.7955,,,,,,,-0.2267,,-0.7955,,-0.8746,,-0.3288,,,,,,,,,-0.7955,-0.7464,,,0.0068,,-0.2267,-0.8977,,-0.8977,0.2401,0.0314,,-0.5621,,-0.7406,,0.3293,,-0.2267,,,,,-0.8142,,-0.2267,-0.5621,-0.2837,,,-0.4667,0.9733,,-0.2727,,-0.4240,-0.3288,-0.4623,,,,-0.8236,,,0,,0.2997,,,,,,,,-0.3288,,-0.5700,,-0.5621,,,,,-0.5120,-0.5621,,-0.7440,,,,-0.7955
가라르야도킹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
깜까미,-0.7162,-0.7532,,-0.6992,,-0.7955,-0.7540,,,,,,,-0.7000,,-0.7532,,-0.6413,,-0.7540,,,,,,,,,-0.0820,-0.7265,,,-0.7955,,0.1524,-0.3288,,-0.7540,-0.7540,-0.4166,,-0.1832,,-0.6428,,-0.7584,,-0.5188,,,,,-0.7099,,-0.7540,-0.7000,-0.8781,,,-0.7955,-0.7665,,-0.5317,,-0.6867,0.3847,-0.7540,,,,-0.7138,,,-0.1669,,0,,,,,,,,-0.8534,,-0.3214,,-0.1832,,,,,-0.6356,-0.7532,,-0.3033,,,,-0.7955
엘풍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
저승갓숭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
스트린더(하이),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
샤미드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
사마자르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
인텔리레온,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
깨비물거미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
가디안,-0.2589,0.2401,,-0.1022,,-0.6644,0.1379,,,,,,,0.1379,,-0.6644,,-0.0724,,-0.0955,,,,,,,,,-0.8977,0.2945,,,0.1379,,-0.0955,-0.7955,,0.1379,-0.0955,-0.3288,,-0.1977,,0.2371,,0.5627,,0.2401,,,,,-0.2861,,0.1379,-0.0955,-0.5180,,,0.1379,0.3102,,0.3562,,0.2110,0.0068,-0.6644,,,,-0.5903,,,0.1379,,0.7512,,,,,,,,0,,-0.1033,,-0.3288,,,,,-0.0870,-0.2267,,-0.3288,,,,0.1379
왕구리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
엘레이드,-0.5866,-0.3288,,-0.2259,,-0.1033,0.1379,,,,,,,0.4735,,0.3712,,-0.0947,,0.2401,,,,,,,,,0.2323,0.4216,,,0.1300,,-0.3288,-0.3288,,0.1379,0.3633,-0.1033,,-0.1977,,-0.2341,,0.1379,,-0.3288,,,,,-0.1569,,0.7102,-0.1033,-0.3859,,,0.1379,0.1403,,0.5457,,-0.0234,0.0181,0.1492,,,,-0.4269,,,0.4848,,0.4031,,,,,,,,-0.1864,,0,,-0.3288,,,,,0.1397,-0.3175,,0.1379,,,,0.1379
브리무음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
눈여아,0.1379,-0.3288,,-0.4020,,-0.4311,-0.0955,,,,,,,-0.4311,,-0.1977,,-0.1746,,-0.3288,,,,,,,,,-0.1977,0.4256,,,0.1379,,-0.3288,-0.6644,,-0.4311,-0.0955,-0.3288,,-0.1977,,-0.2296,,0.4379,,-0.3288,,,,,0.1806,,-0.4311,0.3424,-0.1986,,,-0.0955,0.3724,,0.6156,,-0.1977,0.2401,-0.1977,,,,-0.0312,,,0.4735,,0.0366,,,,,,,,0.1379,,0.1379,,0,,,,,0.0152,-0.8977,,-0.0436,,,,0.1379
어흥염,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
마릴리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
올리르바,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
스트린더(로우),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
펜드라,-0.8261,-0.4514,,0.1001,,-0.3288,-0.3858,,,,,,,0.1832,,-0.4311,,-0.5389,,-0.1524,,,,,,,,,-0.5621,-0.6103,,,-0.5621,,0.0068,-0.6644,,-0.4880,-0.3052,-0.3288,,-0.2267,,-0.7185,,-0.0170,,-0.2751,,,,,-0.5419,,-0.4514,-0.1524,-0.0503,,,0.6498,0.4747,,0.5545,,-0.4311,-0.1524,-0.1159,,,,-0.7955,,,0.7210,,0.8165,,,,,,,,-0.2547,,-0.3270,,-0.1524,,,,,0,-0.6644,,-0.3612,,,,0.1379
화염레오,-0.0256,-0.5621,,0.3712,,0.0356,-0.0955,,,,,,,-0.3288,,-0.1977,,0.2541,,-0.8977,,,,,,,,,0.3712,-0.3964,,,-0.4311,,-0.3288,-0.2267,,-0.4311,-0.4311,-0.3288,,0.4735,,0.3712,,0.9708,,-0.3288,,,,,-0.1142,,-0.6644,-0.6644,0.2677,,,0.7068,0.4427,,0.1227,,0.8090,0.1379,0.0356,,,,0.4453,,,0.4735,,0.8514,,,,,,,,0.2400,,0.1300,,0.8090,,,,,0.3712,0,,-0.0955,,,,-0.3288
윈디(히스이),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
캥카,-0.2573,-0.2769,,0.1276,,-0.6644,-0.0436,,,,,,,0.4889,,-0.0797,,-0.0724,,0.0068,,,,,,,,,-0.5103,-0.0092,,,0.1018,,-0.3288,-0.3288,,-0.4311,0.1536,-0.3288,,0.4889,,0.3100,,0.5970,,-0.5621,,,,,-0.5194,,0.1379,-0.6125,-0.2837,,,0.5254,0.3354,,0.7298,,0.3930,0.3943,-0.2267,,,,-0.3731,,,0.7726,,0.4169,,,,,,,,0.2401,,-0.3288,,-0.0293,,,,,0.3336,0.0068,,0,,,,0.1379
꿈트렁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
에써르(암컷),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
후딘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
드래캄,-0.1960,-0.4311,,-0.0671,,-0.3288,-0.4311,,,,,,,-0.3288,,0.0068,,-0.2530,,-0.3288,,,,,,,,,-0.5621,-0.3311,,,0.0068,,0.3424,-0.3288,,-0.3288,-0.6644,0.6780,,-0.3288,,-0.3007,,0.6424,,0.2401,,,,,-0.0547,,-0.0955,-0.3288,-0.1805,,,-0.2267,0.4747,,0.0717,,0.9113,-0.3288,-0.6644,,,,-0.2548,,,1.0000,,0.8534,,,,,,,,-0.3288,,-0.3288,,-0.3288,,,,,-0.3288,0.3424,,-0.3288,,,,0
