atk\def,보만다,한카리아스,누리레느,갑주무사,하마돈,루카리오,드닐레이브,브리두라스,타부자고,따라큐,고릴타,킬가르도,마스카나,갸라도스,아머까오,킬라플로르,대쓰여너,리자몽,포푸니크,개굴닌자,에이스번,알로라 나인테일,에써르(수컷),워시로토무,불카모스,빠르모트,라우드본,삼삼드래,메타그로스,망나뇽,님피아,히트로토무,거북왕,대도각참,팬텀,마폭시,엠페르트,번치코,대짱이,라이츄,블래키,다크펫,더시마사리,핫삼,오롱털,픽시,카디나르마,앱솔,찌리배리,맘모꾸리,파라블레이즈,패리퍼,찌르호크,대검귀,마기라스,이어롭,플라엣테,배바닐라,드래펄트,입치트,메가니움,메타몽,이상해꽃,밀로틱,스코빌런,아쿠스타,몰드류,조로아크(히스이),미끄래곤(히스이),잠만보,무장조,클레스퍼트라,창파나이트,우츠보트,가라르야도킹,깜까미,엘풍,저승갓숭,스트린더(하이),샤미드,사마자르,인텔리레온,깨비물거미,가디안,왕구리,엘레이드,브리무음,눈여아,어흥염,마릴리,올리르바,스트린더(로우),펜드라,화염레오,윈디(히스이),캥카,꿈트렁,에써르(암컷),후딘,드래캄
보만다,0,-0.3594,,0.8984,,-0.3288,0.0374,,,,,,,-0.0256,,-0.3594,,0.3212,,-0.8279,,,,,,,,,-0.2573,-0.3447,,,-0.3594,,-0.3288,-0.2573,,0.0766,-0.0256,-0.0937,,0.5434,,0.9757,,-0.3723,,-0.3288,,,,,0.2829,,-0.2589,-0.5928,-0.8661,,,0.2094,-0.0256,,0.4018,,0.9208,-0.5928,-0.0068,,,,0.1444,,,0.4734,,0.9482,,,,,,,,-0.4293,,-0.5928,,-0.8279,,,,,0.3877,0.0767,,-0.2589,,,,-0.1279
한카리아스,-0.4293,0,,0.4735,,-0.0955,-0.1977,,,,,,,-0.0955,,0.7068,,0.1609,,-0.6644,,,,,,,,,-0.3288,-0.1433,,,-0.4311,,-0.0955,-0.3288,,0.1379,-0.0955,-0.0955,,0.1379,,0.6663,,-0.5374,,-0.3288,,,,,-0.1840,,0.1379,-0.6644,-0.5161,,,0.1379,-0.2586,,0.5914,,0.1379,-0.6644,0.0068,,,,-0.3975,,,0.5732,,0.8890,,,,,,,,-0.1977,,-0.6644,,-0.6644,,,,,0.3511,0.0068,,-0.0955,,,,0.0356
누리레느,-0.2390,0.0473,0,0.1526,,-0.3569,-0.2883,,,,,,,-0.3288,,-0.6239,,-0.3260,,-0.3288,,,,,,,,,-0.5501,-0.2339,,,-0.2295,,-0.5621,0.0068,,-0.3288,-0.5903,-0.6521,,-0.3569,,-0.3007,,-0.1462,,0.2401,,,,,-0.0547,,-0.3288,-0.3288,-0.7197,,,0.2400,-0.6706,,-0.7880,,-0.6458,-0.1865,-0.3288,,,,-0.4898,,,-0.5621,,1.0000,,,,,,,,-0.5501,,-0.3288,,-0.5217,,,,,-0.8977,0.0473,,-0.6220,,,,-0.3906
갑주무사,-0.8174,-0.5621,,0,,0.0068,-0.2997,,,,,,,0.3424,,-0.6644,,-0.6148,,0.1737,,,,,,,,,-0.2811,-0.7816,,,-0.2193,,-0.2333,-0.3952,,-0.2997,0.3694,-0.6644,,-0.0597,,-0.7213,,-0.1248,,-0.2333,,,,,-0.7955,,-0.3288,-0.2333,-0.4508,,,-0.0776,-0.4612,,-0.2216,,-0.5148,0.6780,0.0068,,,,-0.7495,,,-0.2267,,0.7732,,,,,,,,-0.3288,,0.1098,,-0.3288,,,,,-0.6995,-0.3288,,-0.0035,,,,-0.5621
하마돈,-0.2299,-0.6120,,-0.1172,0,-0.3288,-0.7955,,,,,,,-0.6120,,0.0278,,-0.4396,,-0.7745,,,,,,,,,0.0434,-0.3674,,,-0.8977,,0.2777,-0.6120,,-0.2056,-0.6478,0.2777,,0.0434,,-0.4489,,-0.4598,,-0.0192,,,,,-0.4200,,0.0434,-0.5255,-0.6973,,,0.4656,-0.8150,,-0.6684,,-0.8602,-0.5255,-0.0004,,,,-0.7000,,,-0.5255,,0.8802,,,,,,,,-0.2913,,-0.5255,,-0.6269,,,,,-0.3399,-0.2056,,-0.3260,,,,0.1379
루카리오,-0.4923,-0.3288,,-0.3355,,0,0.1379,,,,,,,0.1379,,-0.0955,,-0.8977,,-0.0955,,,,,,,,,-0.5621,-0.7383,,,-0.0955,,-0.6644,-0.8977,,-0.6644,-0.4311,-0.6644,,0.1379,,-0.1390,,0.4379,,-0.6644,,,,,-0.8550,,0.0356,-0.4311,-0.3288,,,0.4735,0.2081,,0.1227,,-0.1977,-0.2267,-0.4311,,,,-0.4979,,,0.9932,,0.9469,,,,,,,,-0.3288,,-0.6723,,0.2401,,,,,0.1379,-0.4311,,-0.3288,,,,-0.0955
드닐레이브,-0.3594,-0.4311,,-0.6286,,-0.6644,0,,,,,,,0.2400,,-0.0955,,-0.3057,,0.0068,,,,,,,,,-0.5621,-0.4956,,,0.4735,,-0.3288,-0.3288,,-0.6644,0.2400,-0.3288,,0.1379,,-0.3120,,0.1379,,-0.3288,,,,,-0.3288,,-0.0955,-0.6644,-0.6192,,,0.1379,0.3724,,0.4568,,0.3783,0.3424,-0.3288,,,,-0.4291,,,0.8090,,0.8890,,,,,,,,-0.6644,,-0.3288,,0.0068,,,,,0.2400,-0.3288,,-0.5103,,,,0.0356
브리두라스,-0.0238,-0.0955,,-0.3288,,-0.6644,-0.3288,0,,,,,,0.1379,,-0.3288,,-0.3815,,-0.3288,,,,,,,,,-0.2267,-0.4455,,,0.1379,,-0.6644,-0.5621,,-0.6644,-0.0955,-0.3288,,0.4735,,-0.0381,,0.2292,,-0.3288,,,,,-0.3288,,0.1379,-0.3288,-0.4319,,,0.3891,0.2092,,0.1227,,0.1379,0.3424,-0.3288,,,,0.2500,,,0.9932,,0.8890,,,,,,,,-0.3288,,-0.3367,,-0.3288,,,,,0.4735,-0.3288,,-0.2267,,,,0.1379
타부자고,-0.0852,-0.2584,,-0.0198,,-0.0974,-0.3288,,0,,,,,-0.0230,,-0.0250,,-0.4458,,-0.3288,,,,,,,,,-0.2584,-0.3957,,,0.1358,,-0.3288,-0.5939,,-0.8272,-0.4897,-0.3433,,0.0337,,0.3374,,0.5239,,-0.0974,,,,,-0.0564,,0.4417,0.9000,0.3723,,,0.4153,0.4902,,0.2144,,-0.1791,0.5738,-0.4330,,,,0.0697,,,0.6835,,0.3156,,,,,,,,-0.0974,,-0.2584,,-0.2564,,,,,0.2083,-0.4330,,-0.2423,,,,0.2275
따라큐,-0.5743,0.0068,,-0.8632,,-0.8977,-0.0955,,,0,,,,0.1454,,-0.7955,,-0.7912,,-0.3039,,,,,,,,,-0.8902,-0.0671,,,-0.0955,,-0.3288,-0.3288,,-0.5794,0.1379,-0.5621,,-0.1977,,-0.6845,,0.2497,,0.0068,,,,,-0.4991,,-0.0955,0.0068,-0.6653,,,-0.5621,-0.1248,,-0.0514,,-0.3412,0.0068,-0.8902,,,,-0.7955,,,-0.0369,,0.5168,,,,,,,,-0.3288,,-0.3288,,-0.3288,,,,,-0.6930,-0.5794,,-0.2439,,,,-0.3288
고릴타,-0.8261,-0.7955,,-0.5621,,-0.3288,-0.3288,,,,0,,,0.4735,,-0.4311,,-0.8977,,-0.0955,,,,,,,,,-0.2267,-0.7955,,,0.1379,,-0.6644,-0.8977,,-0.6644,0.3712,0.0068,,0.1379,,-0.4629,,-0.4333,,0.0068,,,,,-0.8142,,0.1379,-0.3288,-0.4319,,,0.4735,-0.3546,,-0.7139,,-0.4311,-0.0955,0.0068,,,,-0.8236,,,-0.5621,,0.8514,,,,,,,,-0.3288,,-0.3367,,-0.6644,,,,,-0.8440,-0.6644,,-0.3288,,,,-0.1977
킬가르도,-0.2573,-0.3288,,0.1917,,0.0068,-0.0955,,,,,0,,-0.3288,,-0.0955,,-0.6413,,-0.3288,,,,,,,,,-0.3288,-0.3940,,,-0.5621,,-0.0955,-0.4311,,-0.6644,-0.5621,-0.3288,,-0.4311,,-0.2607,,0.0315,,-0.3288,,,,,0.0883,,-0.0955,0.6780,0.6209,,,0.8090,-0.0240,,0.0717,,-0.4240,0.5757,-0.3288,,,,0.0134,,,0.3424,,0.1822,,,,,,,,0.2401,,-0.1033,,-0.0955,,,,,-0.1524,-0.3288,,-0.2769,,,,0.4735
마스카나,-0.1279,-0.3288,,-0.8977,,-0.4311,-0.4311,,,,,,0,0.1379,,-0.4311,,-0.2504,,-0.6644,,,,,,,,,-0.0955,0.2545,,,0.1379,,-0.6644,-0.6644,,-0.4311,0.1379,-0.6644,,-0.1977,,-0.7985,,0.1023,,-0.3288,,,,,0.0764,,-0.4311,-0.6644,-0.4311,,,-0.3288,0.1379,,-0.3645,,-0.3649,0.1379,-0.0955,,,,-0.1236,,,0.1379,,0.9971,,,,,,,,-0.1977,,-0.1977,,-0.1977,,,,,-0.5537,-0.8977,,-0.0955,,,,-0.1977
갸라도스,-0.1568,-0.5621,,0.6071,,0.0068,-0.7955,,,,,,,0,,-0.0955,,-0.2530,,0.0068,,,,,,,,,-0.5621,-0.7289,,,0.8090,,0.0068,0.0068,,-0.3288,0.9113,-0.6644,,0.4735,,0.1744,,0.2961,,-0.2267,,,,,-0.1754,,-0.0955,-0.5621,-0.5180,,,0.1379,-0.1348,,-0.1485,,0.1449,0.6780,0.0068,,,,-0.3653,,,0.2400,,0.8998,,,,,,,,-0.8977,,0.0975,,-0.6644,,,,,0.0043,0.0068,,-0.7955,,,,0.1379
아머까오,-0.6994,-0.4623,,0.0327,,-0.7955,-0.2700,,,,,,,-0.3570,0,-0.2267,,-0.7955,,-0.2267,,,,,,,,,-0.7000,-0.6993,,,-0.6305,,0.1066,-0.5621,,-0.3288,-0.6305,-0.7955,,-0.2267,,-0.3724,,-0.1706,,0.2694,,,,,0.3606,,0.1066,0.0068,0.1574,,,-0.0540,0.9953,,0.9932,,-0.3288,0.4243,-0.0056,,,,-0.5244,,,1.0000,,0.8466,,,,,,,,0.0068,,0.3424,,-0.2267,,,,,0.9837,-0.7955,,-0.1650,,,,0.0043
킬라플로르,-0.5928,-0.8977,,-0.5689,,-0.6644,-0.6644,,,,,,,-0.4311,,0,,0.2632,,-0.6644,,,,,,,,,-0.8977,-0.7289,,,-0.4311,,0.0068,-0.6644,,-0.6644,-0.1977,-0.3288,,-0.0955,,-0.0381,,0.9906,,0.0068,,,,,-0.2881,,-0.4311,-0.3288,-0.2837,,,0.1379,0.2702,,-0.3645,,0.1379,-0.3288,-0.6644,,,,-0.8236,,,0.5732,,0.8514,,,,,,,,-0.6644,,-0.8977,,-0.3288,,,,,-0.1977,-0.3288,,-0.8977,,,,-0.0955
대쓰여너,-0.2573,-0.5621,,0.2400,,0.0068,-0.3288,,,,,,,-0.5621,,-0.0955,0,-0.0955,,-0.5621,,,,,,,,,-0.5621,-0.3940,,,0.0066,,-0.3288,0.2401,,-0.0955,0.1379,-0.6644,,-0.1977,,0.4079,,0.7735,,-0.3288,,,,,-0.2454,,0.1379,0.0068,-0.1805,,,0.4735,-0.8263,,-0.4972,,-0.1977,0.3424,-0.0955,,,,-0.2548,,,-0.0955,,0.1822,,,,,,,,-0.3288,,-0.3288,,-0.0955,,,,,0.8090,0.2401,,-0.0293,,,,-0.0955
리자몽,-0.7260,-0.6413,,0.8321,,0.1874,-0.1482,,,,,,,-0.1482,,-0.8977,,0,,-0.5886,,,,,,,,,-0.2530,-0.4039,,,-0.2504,,-0.3057,-0.7588,,-0.4838,0.0587,-0.6413,,0.1609,,0.7887,,0.7876,,-0.6644,,,,,-0.2296,,-0.4311,-0.3815,-0.1885,,,0.7299,0.1540,,0.5503,,0.8311,-0.3815,-0.4080,,,,0.0399,,,0.5492,,0.5607,,,,,,,,-0.0724,,-0.0495,,-0.0724,,,,,0.1003,-0.4560,,-0.3063,,,,0.0852
포푸니크,-0.8279,-0.3288,,0.1379,,0.3712,0.1379,,,,,,,0.1379,,-0.0955,,0.3185,0,-0.0955,,,,,,,,,-0.4311,-0.3311,,,-0.0955,,0.0068,-0.6644,,0.1379,-0.4311,-0.3288,,0.1379,,-0.0049,,0.2647,,-0.8977,,,,,-0.8123,,0.3712,-0.0955,-0.0494,,,-0.1977,0.4427,,-0.1767,,0.1379,-0.4311,-0.1977,,,,-0.3668,,,0.9065,,0.6167,,,,,,,,-0.1977,,-0.4311,,-0.0955,,,,,-0.2181,-0.0955,,0.1379,,,,-0.3288
개굴닌자,0.2077,-0.3288,,-0.4975,,-0.1977,-0.3288,,,,,,,-0.4311,,0.1379,,-0.1219,,0,,,,,,,,,0.1379,0.1356,,,-0.0955,,-0.6644,-0.3288,,-0.1977,0.1379,-0.6644,,0.1379,,-0.3723,,-0.1063,,-0.6644,,,,,-0.3884,,-0.1977,-0.8977,-0.3009,,,0.1379,0.1071,,-0.4806,,-0.1977,0.9113,0.1379,,,,-0.2646,,,0.1379,,0.8998,,,,,,,,-0.1977,,-0.4311,,0.1379,,,,,-0.0955,-0.3288,,-0.1316,,,,-0.0955
에이스번,-0.7256,-0.5621,,0.3712,,0.3712,0.1379,,,,,,,0.1379,,-0.1977,,0.4960,,-0.4311,0,,,,,,,,0.1379,-0.3311,,,-0.4311,,-0.3288,-0.3288,,0.1379,-0.4311,-0.3288,,0.1379,,0.7656,,0.9798,,-0.3288,,,,,0.2213,,0.0356,-0.0955,0.7520,,,0.8090,0.6058,,0.2043,,0.7801,-0.3288,-0.1977,,,,0.3810,,,0.4735,,0.3846,,,,,,,,0.3712,,0.1300,,0.2401,,,,,0.1379,0.2401,,0.1379,,,,0.1379
알로라 나인테일,-0.2589,-0.3288,,-0.8977,,-0.8977,-0.1977,,,,,,,0.2400,,-0.4311,,-0.6413,,-0.3288,,0,,,,,,,-0.8977,0.3067,,,-0.3288,,-0.8977,-0.8977,,-0.4311,-0.3288,-0.5621,,-0.4311,,-0.8977,,0.2292,,-0.3288,,,,,-0.0547,,-0.4311,-0.3288,-0.2857,,,-0.8977,0.2092,,-0.4806,,-0.4311,-0.2267,-0.4311,,,,-0.8977,,,0.1379,,0.9971,,,,,,,,-0.3288,,-0.3288,,-0.2267,,,,,-0.4311,-0.8977,,-0.3288,,,,-0.1977
에써르(수컷),-0.8261,-0.5621,,-0.1977,,-0.8977,-0.4311,,,,,,,-0.4311,,-0.3288,,-0.7955,,-0.3288,,,0,,,,,,-0.5621,-0.6892,,,-0.0955,,-0.3288,-0.5621,,-0.6644,0.1379,-0.5621,,-0.0955,,-0.0049,,-0.2064,,-0.6644,,,,,-0.5194,,-0.4311,-0.6644,-0.7955,,,-0.0955,-0.0257,,0.5384,,-0.0955,-0.2267,-0.5621,,,,-0.7312,,,0.1379,,-0.1967,,,,,,,,-0.5621,,-0.5621,,-0.5621,,,,,-0.1977,-0.5621,,-0.7955,,,,-0.0955
워시로토무,-0.6573,-0.7955,,-0.0671,,-0.3288,-0.7955,,,,,,,0.1379,,-0.3288,,-0.3288,,-0.3288,,,,0,,,,,-0.2267,-0.7464,,,0.4735,,-0.5621,-0.3288,,-0.3288,0.5732,-0.3288,,0.1379,,0.1045,,0.2647,,0.0068,,,,,-0.0547,,0.1379,-0.5621,-0.7955,,,0.4735,-0.8263,,-0.7955,,-0.4311,0.0068,0.3424,,,,0.5856,,,-0.7955,,0.2672,,,,,,,,-0.5621,,-0.5621,,-0.2267,,,,,-0.0955,0.0068,,-0.5982,,,,-0.7955
불카모스,-0.8548,-0.7020,,0.8410,,0.1003,-0.3751,,,,,,,-0.1365,,-0.8042,,-0.7826,,-0.3288,,,,,0,,,,-0.1277,-0.7188,,,-0.3698,,-0.1331,-0.5039,,-0.5709,-0.1977,-0.2676,,-0.0955,,0.4064,,0.7771,,-0.8042,,,,,-0.6839,,-0.3375,-0.4686,-0.1586,,,0.9235,0.2746,,0.6489,,0.1007,-0.3288,-0.4633,,,,-0.4672,,,0.5332,,0.3542,,,,,,,,0.0424,,-0.1891,,0.2079,,,,,0.0033,-0.7371,,-0.5922,,,,-0.2353
빠르모트,-0.4923,-0.5621,,0.1379,,-0.4311,0.1379,,,,,,,0.1379,,-0.0955,,0.3185,,-0.0955,,,,,,0,,,-0.8977,0.0212,,,0.1379,,-0.3288,-0.6644,,0.1379,-0.4311,-0.3288,,0.1379,,0.1965,,0.1023,,-0.3288,,,,,-0.3288,,0.3712,-0.0955,-0.3009,,,-0.0955,-0.3596,,-0.6518,,0.1379,-0.0955,-0.1977,,,,-0.3288,,,-0.0955,,0.9442,,,,,,,,-0.1977,,-0.3367,,-0.3288,,,,,-0.0955,-0.3288,,0.1379,,,,-0.4311
라우드본,-0.4452,-0.4672,,0.8041,,0.0018,-0.4672,,,,,,,-0.7027,,-0.3451,,-0.4563,,-0.5785,,,,,,,0,,-0.0095,-0.6991,,,-0.8977,,-0.3288,-0.2153,,-0.2317,-0.8005,-0.2317,,-0.3451,,0.8008,,0.6062,,-0.0095,,,,,0.0561,,-0.7841,0.9835,-0.2810,,,0.9063,0.0682,,-0.4468,,0.6532,-0.2317,-0.3175,,,,0.4726,,,0.6617,,0.2631,,,,,,,,-0.2153,,-0.2317,,-0.3175,,,,,0.4711,-0.2267,,-0.4208,,,,-0.3175
삼삼드래,-0.3594,-0.4311,,0.3048,,-0.6644,-0.1977,,,,,,,0.2400,,-0.4311,,-0.3057,,-0.3288,,,,,,,,0,-0.3288,-0.6100,,,0.1379,,-0.3288,-0.6644,,-0.6644,0.2400,-0.6644,,0.4735,,0.2371,,-0.6397,,-0.6644,,,,,-0.5809,,-0.0955,-0.6644,-0.8977,,,-0.1977,-0.3608,,0.4568,,0.8090,-0.3288,-0.3288,,,,-0.2548,,,0.4735,,0.9971,,,,,,,,-0.8977,,-0.3367,,-0.6644,,,,,0.1379,0.0068,,-0.5621,,,,-0.1977
메타그로스,-0.2573,-0.5621,,-0.2983,,-0.3288,-0.3288,,,,,,,-0.3288,,-0.0955,,-0.6413,,-0.3288,,,,,,,,,0,-0.2744,,,-0.5621,,-0.3288,-0.8977,,-0.6644,-0.5621,-0.3288,,-0.3288,,-0.6991,,0.2046,,-0.3288,,,,,0.2809,,-0.3288,0.0068,0.1551,,,0.8090,-0.0942,,-0.2624,,-0.8977,0.1066,-0.3288,,,,-0.2400,,,0.5757,,-0.0522,,,,,,,,-0.0955,,-0.5621,,-0.0955,,,,,0.3142,-0.6644,,-0.0293,,,,0.1379
망나뇽,-0.2953,-0.3272,,0.7630,,-0.2816,-0.4983,,,,,,,-0.5150,,-0.0483,,-0.3443,,-0.6172,,,,,,,,,-0.5150,0,,,-0.2128,,-0.1627,-0.3545,,-0.1112,-0.0483,0.0084,,0.3554,,0.8337,,-0.2180,,-0.2816,,,,,-0.0518,,-0.2128,-0.4462,-0.7728,,,0.1850,0.0153,,0.4444,,0.9637,-0.2816,-0.1112,,,,-0.2053,,,0.6858,,0.9149,,,,,,,,-0.6795,,-0.6211,,-0.6172,,,,,0.4419,0.2232,,-0.5150,,,,-0.0316
님피아,-0.1407,0.5536,,0.0903,,-0.4242,-0.0223,,,,,,,0.0731,,-0.7292,,-0.7198,,0.1448,,,,,,,,,-0.8245,0.6178,0,,-0.2557,,-0.5621,-0.4907,,-0.3288,-0.2557,0.0068,,-0.3288,,-0.1298,,0.4793,,0.4804,,,,,0.2825,,-0.0223,-0.0955,-0.2230,,,-0.0955,0.1120,,-0.7086,,-0.1818,0.2470,-0.7292,,,,-0.7267,,,-0.6594,,1.0000,,,,,,,,0.0782,,0.0812,,0.2470,,,,,-0.8245,-0.1818,,-0.4587,,,,-0.0292
히트로토무,-0.6378,-0.7955,,0.7068,,-0.0955,-0.5621,,,,,,,0.1379,,-0.8977,,0.0293,,-0.6644,,,,,,,,,0.0068,-0.7462,,0,-0.1977,,-0.3288,-0.7955,,-0.5621,-0.8977,0.0068,,0.1379,,0.7656,,0.9630,,-0.3288,,,,,-0.0547,,-0.6644,-0.3288,-0.1849,,,0.9113,0.7080,,0.3015,,0.7139,-0.3288,-0.0955,,,,0.6498,,,0.4735,,0.5168,,,,,,,,-0.5621,,-0.5508,,0.2401,,,,,0.2486,-0.2267,,-0.5621,,,,-0.7955
거북왕,-0.0937,-0.5621,,0.2400,,-0.3288,-0.7955,,,,,,,-0.7955,,-0.3288,,-0.3288,,-0.5621,,,,,,,,,-0.2267,-0.3940,,,0,,0.0068,0.0068,,-0.0955,0.2400,-0.6644,,0.1379,,0.4079,,0.5191,,0.0068,,,,,-0.2454,,0.1379,-0.3288,-0.4220,,,0.4735,-0.8263,,-0.7323,,-0.1977,0.1066,-0.0955,,,,-0.2548,,,-0.0955,,0.8514,,,,,,,,-0.5621,,-0.5621,,-0.3288,,,,,0.1915,0.2401,,-0.5621,,,,-0.3288
대도각참,-0.6195,-0.5621,,-0.7308,,-0.6644,-0.3288,,,,,,,-0.5621,,-0.3288,,-0.8746,,0.0068,,,,,,,,,-0.6644,-0.7275,,,-0.5621,0,-0.6644,-0.6644,,-0.8977,-0.7955,-0.6644,,0.9113,,-0.8390,,-0.2375,,-0.6644,,,,,-0.8977,,-0.6644,-0.6644,-0.1805,,,-0.3288,-0.0942,,-0.6320,,-0.6644,0.3424,-0.5621,,,,-0.3784,,,0.9932,,0.9778,,,,,,,,-0.3288,,-0.8977,,0.5757,,,,,-0.3086,-0.8977,,-0.5621,,,,-0.4311
팬텀,-0.5928,-0.5621,,-0.3288,,-0.6644,-0.1977,,,,,,,-0.1977,,-0.0955,,-0.1482,,-0.3288,,,,,,,,,-0.4311,-0.0977,,,-0.0955,,0,-0.6644,,-0.4311,-0.6644,-0.3288,,-0.1977,,-0.0381,,0.7735,,-0.6644,,,,,-0.5194,,0.0356,-0.3288,0.0347,,,-0.0955,0.3712,,-0.0306,,0.1379,-0.3288,-0.1977,,,,-0.4979,,,-0.0955,,-0.1967,,,,,,,,-0.1977,,-0.4198,,-0.3288,,,,,-0.0955,-0.3288,,0.1379,,,,-0.6644
마폭시,-0.7256,-0.5621,,0.3712,,-0.0955,-0.0955,,,,,,,-0.0955,,-0.1977,,0.1525,,-0.3288,,,,,,,,,-0.3288,-0.0919,,,-0.6644,,-0.3288,0,,0.1379,-0.6644,-0.3288,,-0.1977,,0.5641,,0.9459,,-0.3288,,,,,-0.0547,,-0.4311,-0.3288,0.3544,,,0.7068,0.3724,,0.2043,,0.8090,-0.7955,0.0356,,,,-0.0214,,,0.4735,,0.0366,,,,,,,,0.5732,,-0.5621,,-0.0955,,,,,0.3712,-0.2267,,-0.0955,,,,0.1379
엠페르트,-0.0740,-0.5506,,-0.1302,,-0.6914,-0.3558,,,,,,,-0.7955,,-0.2900,,-0.2203,,-0.2540,,,,,,,,,-0.5506,-0.2506,,,-0.4896,,-0.5621,-0.2900,0,-0.6256,-0.6526,-0.6526,,-0.3170,,-0.7012,,0.6358,,-0.3558,,,,,-0.6385,,-0.3558,-0.8589,-0.0520,,,0.4637,-0.2488,,-0.6254,,-0.4844,0.9695,-0.6256,,,,-0.4903,,,0.1098,,0.7138,,,,,,,,-0.3170,,-0.5892,,-0.3170,,,,,-0.5376,-0.2900,,-0.5867,,,,-0.0839
번치코,-0.8977,-0.3288,,0.3712,,-0.0955,-0.3288,,,,,,,-0.3288,,-0.0955,,-0.1482,,-0.4311,,,,,,,,,-0.3288,-0.6788,,,-0.4311,,-0.3288,-0.6644,,0,-0.4311,-0.3288,,0.1379,,0.3712,,0.2292,,-0.3288,,,,,-0.6236,,0.3712,-0.0955,-0.4319,,,0.3712,0.1391,,-0.1920,,0.7139,-0.5621,-0.6644,,,,-0.3570,,,0.4735,,0.9971,,,,,,,,-0.6644,,-0.3367,,0.2401,,,,,0.1379,-0.0955,,-0.3288,,,,0.1379
대짱이,-0.2573,-0.5621,,0.0043,,-0.3288,-0.7955,,,,,,,-0.8977,,-0.4311,,-0.4838,,-0.8977,,,,,,,,,0.0068,-0.3940,,,-0.5621,,0.2401,0.2401,,-0.0955,0,-0.0955,,-0.3288,,-0.3007,,-0.1706,,0.0068,,,,,-0.4806,,0.0068,-0.3288,-0.2837,,,0.8090,-0.6644,,-0.8312,,-0.8316,0.1066,-0.3288,,,,-0.3191,,,-0.8977,,0.7179,,,,,,,,-0.3288,,-0.6723,,0.0068,,,,,-0.1683,0.0068,,-0.5621,,,,0.1379
라이츄,-0.7256,-0.5621,,-0.1619,,-0.6644,-0.4311,,,,,,,-0.1977,,-0.0955,,0.1379,,-0.3288,,,,,,,,,-0.3288,-0.4500,,,0.1379,,-0.5621,-0.5621,,-0.4311,-0.4311,0,,0.1379,,-0.0076,,0.4379,,-0.3288,,,,,-0.0955,,-0.1977,-0.6644,-0.4319,,,0.1379,-0.7955,,-0.7334,,-0.3288,0.0068,-0.1977,,,,-0.0955,,,-0.3606,,0.1608,,,,,,,,-0.0955,,-0.6531,,-0.5621,,,,,-0.0955,-0.3288,,-0.0955,,,,-0.7955
블래키,-0.7048,-0.6603,,-0.7955,,-0.8125,-0.7159,,,,,,,-0.7000,,-0.6603,,-0.7110,,-0.7159,,,,,,,,,-0.4790,-0.6999,,,-0.7159,,-0.2437,-0.2437,,-0.8125,-0.6997,-0.4790,0,0.0899,,-0.7498,,-0.7017,,-0.4790,,,,,-0.7305,,-0.7955,-0.8125,-0.8050,,,-0.7159,-0.7048,,-0.6845,,-0.5976,0.6902,-0.6997,,,,-0.6891,,,-0.2669,,0.7180,,,,,,,,-0.7565,,-0.7955,,0.0560,,,,,-0.6770,-0.6603,,-0.7134,,,,-0.2476
다크펫,-0.7256,-0.5621,,-0.3288,,-0.6644,-0.7955,,,,,,,-0.8977,,-0.5621,,-0.3815,,-0.8977,,,,,,,,,-0.3288,-0.7383,,,-0.5621,,-0.4311,-0.0955,,-0.3288,-0.5621,-0.3288,,0,,-0.5048,,-0.2375,,-0.3288,,,,,-0.7528,,-0.7955,-0.5621,-0.3288,,,-0.0955,-0.2586,,-0.1859,,-0.3288,0.0068,-0.5621,,,,-0.7312,,,-0.2267,,-0.1967,,,,,,,,-0.0955,,-0.3288,,-0.4311,,,,,0.1161,-0.7955,,-0.7955,,,,-0.4311
더시마사리,-0.7000,-0.7000,,-0.7000,,-0.7000,-0.7000,,,,,,,-0.7000,,-0.4623,,0.1617,,-0.7000,,,,,,,,,-0.7955,-0.7000,,,-0.7000,,-0.4344,-0.5621,,-0.2267,-0.7955,-0.7955,,-0.6980,0,-0.7000,,-0.1901,,-0.5693,,,,,-0.7000,,-0.6980,-0.7000,-0.7000,,,-0.7000,-0.7000,,-0.7000,,-0.6994,-0.7000,-0.7955,,,,-0.7000,,,-0.7000,,-0.1013,,,,,,,,-0.7955,,-0.7000,,-0.6980,,,,,-0.7000,0.1066,,-0.7000,,,,-0.7955
핫삼,-0.8566,-0.8390,,-0.0444,,-0.3288,-0.0039,,,,,,,0.0641,,-0.2701,,-0.8977,,-0.1359,,,,,,,,,-0.1179,-0.8168,,,-0.6962,,-0.3694,-0.8977,,-0.6644,-0.5533,-0.4629,,-0.3694,,0,,-0.6866,,-0.0338,,,,,-0.5701,,-0.1359,-0.1359,0.1398,,,-0.3637,0.4647,,0.5873,,-0.6644,0.5353,-0.2701,,,,-0.4282,,,0.9961,,0.7575,,,,,,,,-0.4715,,0.0087,,0.0408,,,,,0.7374,-0.7985,,-0.4629,,,,0.3758
오롱털,-0.4923,0.0068,,-0.3952,,-0.8977,-0.3288,,,,,,,0.0068,,-0.8977,,-0.6148,,-0.3288,,,,,,,,,-0.6644,-0.0685,,,-0.5621,,-0.4311,-0.3288,,-0.5621,-0.5621,-0.3288,,-0.0955,,-0.7395,0,-0.7708,,-0.0955,,,,,-0.0547,,-0.3288,-0.3288,-0.8977,,,-0.5621,-0.7252,,-0.7139,,-0.5621,0.0068,-0.5621,,,,-0.7312,,,-0.5621,,1.0000,,,,,,,,-0.6644,,-0.3175,,-0.0955,,,,,-0.8977,-0.5621,,-0.5982,,,,-0.4311
