atk\def,보만다,한카리아스,누리레느,갑주무사,하마돈,루카리오,드닐레이브,브리두라스,타부자고,따라큐,고릴타,킬가르도,마스카나,갸라도스,아머까오,킬라플로르,대쓰여너,리자몽,포푸니크,개굴닌자,에이스번,알로라 나인테일,에써르(수컷),워시로토무,불카모스,빠르모트,라우드본,삼삼드래,메타그로스,망나뇽,님피아,히트로토무,거북왕,대도각참,팬텀,마폭시,엠페르트,번치코,대짱이,라이츄,블래키,다크펫,더시마사리,핫삼,오롱털,픽시,카디나르마,앱솔,찌리배리,맘모꾸리,파라블레이즈,패리퍼,찌르호크,대검귀,마기라스,이어롭,플라엣테,배바닐라,드래펄트,입치트,메가니움,메타몽,이상해꽃,밀로틱,스코빌런,아쿠스타,몰드류,조로아크(히스이),미끄래곤(히스이),잠만보,무장조,클레스퍼트라,창파나이트,우츠보트,가라르야도킹,깜까미,엘풍,저승갓숭,스트린더(하이),샤미드,사마자르,인텔리레온,깨비물거미,가디안,왕구리,엘레이드,브리무음,눈여아,어흥염,마릴리,올리르바,스트린더(로우),펜드라,화염레오,윈디(히스이),캥카,꿈트렁,에써르(암컷),후딘,드래캄
픽시,-0.3446,0.4295,,0.0785,,-0.8730,-0.2375,,,,,,,0.0960,,-0.8063,,-0.7078,,-0.3288,,,,,,,,,-0.7708,0.2071,,,-0.7083,,-0.7955,-0.7101,,-0.4729,-0.7096,-0.4729,,-0.7708,,-0.0669,,0,,0.3068,,,,,0.0350,,-0.2375,-0.3288,-0.7053,,,0.2292,-0.5539,,-0.7399,,-0.7100,0.0963,-0.7708,,,,-0.6684,,,-0.7708,,0.9974,,,,,,,,-0.7083,,0.0960,,-0.4374,,,,,-0.7073,-0.7101,,-0.7085,,,,-0.7816
카디나르마,-0.4922,-0.5621,,0.4667,,-0.0955,-0.3288,,,,,,,-0.3288,,-0.6644,,-0.2627,,-0.6644,,,,,,,,,-0.3288,-0.7464,,,-0.8977,,-0.3288,-0.6558,,-0.3288,-0.1977,-0.3288,,-0.4311,,0.6663,,0.7873,0,-0.3288,,,,,-0.0547,,0.0356,-0.3288,-0.1990,,,0.7068,-0.0942,,-0.2624,,0.5757,-0.3288,-0.4311,,,,-0.0214,,,0.4735,,0.1822,,,,,,,,-0.2267,,-0.5621,,-0.0955,,,,,0.2486,-0.3288,,-0.3288,,,,0.1379
앱솔,-0.3288,-0.3288,,-0.8977,,-0.6644,-0.3288,,,,,,,-0.3288,,-0.5621,,-0.1482,,-0.3288,,,,,,,,,-0.5621,-0.5644,,,-0.7955,,-0.6644,-0.3288,,-0.8977,-0.3288,-0.6644,,-0.0955,,-0.8390,,-0.1063,,0,,,,,-0.8550,,-0.1977,-0.6644,-0.8977,,,-0.0955,-0.8263,,-0.4188,,-0.0955,0.0068,-0.3288,,,,-0.7312,,,-0.0955,,0.9469,,,,,,,,-0.8977,,-0.6644,,-0.3288,,,,,-0.2547,-0.3288,,-0.3288,,,,-0.4311
찌리배리,-0.6966,-0.7063,,-0.2281,,-0.7801,-0.7063,,,,,,,-0.2334,,-0.2334,,-0.2187,,0.0068,,,,,,,,,-0.7044,-0.7031,,,-0.2334,,-0.4468,-0.7044,,-0.4689,-0.7955,-0.2310,,-0.4689,,-0.5456,,0.1292,,-0.0746,0,,,,0.0390,,-0.7063,-0.4689,-0.7035,,,-0.0335,-0.6195,,-0.7000,,-0.7063,0.6558,-0.7955,,,,0.3409,,,-0.7000,,0.5456,,,,,,,,-0.7044,,-0.7044,,-0.6669,,,,,-0.5927,-0.4689,,-0.7013,,,,-0.7801
맘모꾸리,-0.0238,-0.3288,,-0.3288,,-0.4311,-0.5621,,,,,,,-0.5621,,-0.0955,,-0.4080,,-0.6644,,,,,,,,,-0.3288,-0.1600,,,-0.4311,,-0.0955,-0.6644,,-0.6644,-0.4311,-0.0955,,0.1379,,-0.2296,,0.4735,,-0.3288,,0,,,-0.3902,,0.1379,-0.8977,-0.5621,,,0.1379,-0.3596,,-0.4806,,-0.1977,-0.5621,-0.3288,,,,-0.7312,,,0.1379,,0.5854,,,,,,,,-0.3288,,-0.5621,,0.0068,,,,,0.2984,-0.3288,,-0.5621,,,,0.1379
파라블레이즈,-0.7256,-0.5621,,0.3048,,-0.3288,-0.3288,,,,,,,0.1379,,-0.8977,,0.0293,,-0.3288,,,,,,,,,-0.3288,-0.5495,,,-0.4311,,-0.0955,0.2401,,-0.3288,-0.4311,-0.3288,,0.0356,,0.5727,,0.9528,,-0.3288,,,0,,-0.3539,,-0.1977,0.3424,0.0687,,,0.4735,0.2092,,0.0703,,0.6401,-0.0955,-0.6644,,,,-0.0856,,,0.4735,,-0.0955,,,,,,,,0.2401,,-0.1033,,-0.0955,,,,,0.1379,0.0068,,-0.3288,,,,-0.0955
패리퍼,-0.3174,-0.5993,,0.5103,,-0.3125,-0.8814,,,,,,,-0.4579,,-0.6644,,-0.3539,,-0.5462,,,,,,,,,-0.8814,-0.8319,,,-0.2986,,-0.5993,-0.3125,,-0.6109,-0.1650,-0.8977,,-0.5462,,-0.3080,,-0.5051,,-0.3660,,,,0,-0.0319,,-0.6481,-0.6109,-0.7887,,,-0.0955,-0.3286,,-0.2221,,-0.3288,-0.2167,-0.2753,,,,-0.4905,,,-0.3125,,0.3992,,,,,,,,-0.8977,,0.0590,,-0.8977,,,,,0.1914,-0.2753,,-0.6297,,,,-0.5055
찌르호크,-0.6038,-0.7528,,0.7932,,-0.3902,-0.0955,,,,,,,0.5550,,-0.8142,,-0.2773,,-0.3902,,,,,,,,,-0.3964,-0.6178,,,-0.2861,,-0.2454,-0.5194,,0.2214,0.0475,-0.6644,,0.5550,,0.9347,,0.0613,,-0.0547,,,,,0,,0.1379,-0.0119,-0.5023,,,0.6614,0.7208,,0.5050,,0.3770,-0.2454,-0.0091,,,,-0.2039,,,0.4735,,0.9379,,,,,,,,-0.2861,,-0.2783,,-0.5809,,,,,0.6176,-0.5194,,0.0395,,,,-0.0528
대검귀,-0.3288,-0.5621,,-0.8686,,-0.6644,-0.5621,,,,,,,-0.0955,,-0.3288,,-0.3815,,-0.3288,,,,,,,,,-0.5621,-0.4455,,,-0.5621,,-0.6644,-0.3288,,-0.6644,-0.5621,-0.8977,,0.4735,,-0.6962,,-0.3396,,-0.5621,,,,,-0.8142,0,0.1379,-0.6644,-0.8977,,,-0.3288,-0.3596,,-0.7139,,-0.5982,1.0000,-0.5621,,,,-0.6907,,,-0.0955,,0.8670,,,,,,,,-0.8977,,-0.8943,,-0.3288,,,,,-0.4514,0.0068,,-0.5621,,,,-0.0955
마기라스,-0.2573,-0.5621,,-0.6644,,-0.6644,-0.3288,,,,,,,-0.3288,,-0.0955,,-0.0955,,-0.3288,,,,,,,,,-0.8977,-0.2744,,,-0.8977,,-0.6644,0.2401,,-0.6644,-0.7955,-0.6644,,0.6780,,-0.8390,,-0.3288,,-0.6644,,,,,-0.8977,,0,-0.6644,-0.7494,,,0.1379,-0.8263,,-0.4972,,-0.3578,-0.3288,-0.3288,,,,-0.7312,,,-0.5621,,0.9488,,,,,,,,-0.6644,,-0.8977,,0.2401,,,,,-0.3288,0.0068,,-0.3288,,,,-0.1977
이어롭,-0.3288,-0.5621,,-0.7955,,-0.6644,-0.0955,,,,,,,0.2400,,-0.3288,,0.0852,,-0.3288,,,,,,,,,-0.7955,0.1923,,,-0.0955,,-0.7955,-0.3288,,-0.1977,-0.0955,-0.3288,,-0.3288,,-0.6962,,0.5380,,-0.5621,,,,,-0.6236,,0.1379,0,0.0347,,,0.0864,0.0317,,0.3421,,-0.0293,-0.2267,-0.0955,,,,-0.6653,,,0.2400,,0.0273,,,,,,,,0.1379,,-0.6723,,-0.7955,,,,,-0.0955,-0.3288,,-0.0955,,,,0.1379
플라엣테,-0.1859,0.2853,,-0.7061,,-0.6644,0.1379,,,,,,,0.2862,,-0.6192,,-0.7404,,-0.1986,,,,,,,,,-0.8525,0.2068,,,0.1830,,-0.4319,-0.7525,,-0.4319,0.0347,-0.1805,,-0.0494,,-0.4897,,0.6522,,0.3884,,,,,-0.1838,,0.2862,-0.1986,0,,,-0.1986,0.3908,,-0.0234,,-0.0062,0.0509,-0.8525,,,,-0.7649,,,-0.1986,,0.9720,,,,,,,,-0.0964,,-0.0440,,0.0329,,,,,-0.2229,-0.5665,,-0.4452,,,,-0.1986
배바닐라,-0.0955,-0.3288,,-0.7955,,-0.8977,-0.5621,,,,,,,-0.7000,,-0.8977,,-0.8746,,-0.7955,,,,,,,,,-0.7955,-0.1600,,,-0.7955,,-0.5621,-0.8977,,-0.8977,-0.0955,-0.3288,,0.1379,,-0.6962,,0.4379,,-0.3288,,,,,-0.3902,,-0.4311,-0.8977,-0.6653,0,,-0.3288,-0.0942,,-0.1859,,-0.3649,-0.6980,-0.5621,,,,-0.7312,,,0.4735,,0.2672,,,,,,,,-0.5621,,-0.8864,,-0.2267,,,,,-0.0955,-0.8977,,-0.5982,,,,0.1379
드래펄트,0.0374,-0.6644,,0.2334,,0.1379,-0.1977,,,,,,,-0.0955,,-0.0955,,-0.0197,,-0.0955,,,,,,,,,0.1379,-0.1433,,,-0.0955,,0.1379,0.1379,,0.4735,-0.0955,0.1379,,-0.1977,,0.5727,,-0.3041,,-0.3288,,,,,0.1786,,-0.0955,0.1379,-0.5342,,0,0.1379,-0.0955,,0.5914,,0.5450,0.1379,0.1379,,,,0.2118,,,0.2400,,0.0366,,,,,,,,0.0356,,0.1379,,-0.1977,,,,,0.6498,0.1379,,0.2400,,,,-0.1977
입치트,-0.5928,-0.3288,,0.2400,,-0.8977,-0.5621,,,,,,,-0.3288,,-0.3288,,-0.8977,,-0.3288,,,,,,,,,-0.7955,-0.5644,,,-0.8977,,-0.5621,-0.8977,,-0.8977,-0.7955,-0.8977,,-0.5621,,0.0335,,-0.5374,,0.0068,,,,,-0.1840,,-0.5621,-0.3288,-0.2837,,,0,-0.5621,,-0.7955,,-0.8977,0.1066,-0.7955,,,,-0.3247,,,0.4399,,0.9971,,,,,,,,-0.3288,,-0.3288,,-0.3288,,,,,-0.5519,-0.8977,,-0.7238,,,,-0.0955
메가니움,-0.8047,-0.6571,,-0.7955,,-0.4919,-0.7955,,,,,,,0.0765,,-0.4298,,-0.6772,,-0.3288,,,,,,,,,-0.3914,-0.7467,,,0.2092,,-0.8263,-0.8263,,-0.8263,0.4427,0.0240,,-0.2586,,-0.7273,,-0.6328,,-0.0426,,,,,-0.8011,,0.2092,-0.7252,-0.7150,,,0.3442,0,,-0.7521,,-0.7098,-0.0942,-0.2575,,,,-0.8040,,,-0.7955,,0.6533,,,,,,,,-0.6571,,-0.7276,,-0.8263,,,,,-0.6256,-0.8263,,-0.6680,,,,-0.5929
메타몽,-0.5928,-0.6644,,-0.8977,,-0.6644,-0.8977,,,,,,,-0.5621,,-0.6644,,-0.8746,,-0.5621,,,,,,,,,-0.8977,-0.8456,,,-0.8977,,-0.8977,-0.8977,,-0.8977,-0.8977,-0.8977,,-0.3288,,-0.8390,,-0.7955,,-0.8977,,,,,-0.8550,,-0.6644,-0.6644,-0.8525,,,-0.7955,-0.8263,0,-0.7955,,-0.6573,-0.7955,-0.5621,,,,-0.7955,,,-0.7955,,-0.6220,,,,,,,,-0.8977,,-0.8977,,-0.5621,,,,,-0.7955,-0.8977,,-0.8819,,,,-0.1977
